LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,2,0,73,227,1
1,IMINT,1,2,1,92,238,1
1,IMINT,2,4,0,58,232,1
1,IMINT,2,3,1,88,78,2
1,IMINT,6,2,0,64,81,2
1,IMINT,5,1,0,122,71,2
1,IMINT,4,3,0,72,104,2
1,IMINT,7,1,0,59,69,2
1,IMINT,3,1,0,197,200,3
1,IMINT,2,1,1,204,222,3
1,IMINT,1,1,0,204,184,3
1,IMINT,4,4,0,179,192,3
2,SIGINT,1,,1,85,251,1
2,SIGINT,1,,1,41,232,1
2,SIGINT,1,,1,63,238,1
2,SIGINT,1,,1,78,237,1
2,SIGINT,1,,1,82,238,1
2,SIGINT,1,,1,85,249,1
2,SIGINT,1,,1,71,225,1
2,SIGINT,1,,1,73,209,1
2,SIGINT,1,,1,64,251,1
2,SIGINT,1,,1,193,197,3
2,SIGINT,1,,1,201,204,3
2,SIGINT,1,,1,195,199,3
2,SIGINT,1,,1,195,215,3
3,MASINT,1,,1,95,83,2
3,MASINT,1,,1,60,75,2
3,MASINT,1,,1,68,96,2
3,MASINT,1,,1,74,74,2
3,MASINT,2,,1,88,75,2
3,MASINT,2,,1,92,97,2
3,MASINT,2,,1,58,92,2
3,MASINT,2,,1,73,92,2
3,MASINT,2,,1,80,76,2
3,MASINT,2,,1,69,93,2
3,MASINT,2,,1,74,74,2
3,MASINT,1,,1,205,221,3
3,MASINT,1,,1,215,196,3
3,MASINT,1,,1,210,197,3
