LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,3,0,202,221,1
1,IMINT,4,1,0,232,248,1
1,IMINT,3,2,0,176,194,1
1,IMINT,6,2,0,166,223,1
1,IMINT,1,3,0,177,63,2
1,IMINT,2,4,1,210,36,2
1,IMINT,7,3,0,169,102,2
1,IMINT,6,2,0,211,90,2
1,IMINT,1,3,0,73,187,3
1,IMINT,2,1,0,65,206,3
1,IMINT,4,4,0,55,184,3
1,IMINT,7,4,0,91,176,3
2,SIGINT,1,,1,177,241,1
2,SIGINT,1,,1,181,241,1
2,SIGINT,1,,1,170,228,1
2,SIGINT,1,,1,199,216,1
2,SIGINT,1,,1,216,234,1
2,SIGINT,1,,1,200,211,1
2,SIGINT,1,,1,191,200,1
2,SIGINT,1,,1,191,60,2
2,SIGINT,1,,1,189,92,2
2,SIGINT,1,,1,202,76,2
2,SIGINT,1,,1,205,67,2
2,SIGINT,1,,1,201,69,2
2,SIGINT,1,,1,217,78,2
2,SIGINT,1,,1,98,173,3
2,SIGINT,1,,1,52,192,3
2,SIGINT,1,,1,94,185,3
2,SIGINT,1,,1,82,187,3
2,SIGINT,1,,1,67,195,3
2,SIGINT,1,,1,61,207,3
2,SIGINT,1,,1,54,184,3
3,MASINT,2,,1,189,230,1
3,MASINT,2,,1,190,233,1
3,MASINT,2,,1,184,235,1
3,MASINT,2,,1,175,213,1
3,MASINT,2,,1,204,252,1
3,MASINT,2,,1,200,222,1
3,MASINT,2,,1,179,82,2
3,MASINT,2,,1,212,49,2
3,MASINT,2,,1,198,104,2
3,MASINT,2,,1,214,88,2
3,MASINT,1,,1,68,195,3
3,MASINT,1,,1,57,171,3
3,MASINT,1,,1,79,164,3
3,MASINT,1,,1,69,166,3
3,MASINT,2,,1,88,200,3
3,MASINT,2,,1,73,195,3
3,MASINT,2,,1,61,207,3
3,MASINT,2,,1,57,196,3
