LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,1,1,81,236,1
1,IMINT,6,3,0,102,262,1
1,IMINT,4,2,0,109,227,1
1,IMINT,5,2,0,61,255,1
1,IMINT,201,1,0,70,207,1
1,IMINT,1,3,0,184,57,2
1,IMINT,4,2,1,164,35,2
1,IMINT,7,3,0,156,67,2
1,IMINT,5,4,0,217,62,2
1,IMINT,201,3,0,157,52,2
3,MASINT,1,,1,183,75,2
3,MASINT,1,,1,163,35,2
3,MASINT,1,,1,186,67,2
3,MASINT,1,,1,204,49,2
3,MASINT,2,,1,157,56,2
3,MASINT,2,,1,177,45,2
3,MASINT,2,,1,192,46,2
3,MASINT,2,,1,183,57,2
3,MASINT,2,,1,173,64,2
3,MASINT,2,,1,176,37,2
3,MASINT,2,,1,160,71,2
