LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,4,1,73,183,1
1,IMINT,2,2,0,48,151,1
1,IMINT,7,3,0,97,156,1
1,IMINT,202,3,0,63,158,1
1,IMINT,7,3,0,102,65,2
1,IMINT,4,3,0,91,26,2
1,IMINT,6,2,0,123,24,2
1,IMINT,5,2,1,133,34,2
1,IMINT,202,2,0,103,31,2
1,IMINT,6,4,0,209,232,3
1,IMINT,5,1,0,178,237,3
1,IMINT,7,3,1,233,222,3
1,IMINT,4,4,0,216,209,3
2,SIGINT,1,,1,67,185,1
2,SIGINT,1,,1,65,168,1
2,SIGINT,1,,1,65,167,1
2,SIGINT,1,,1,73,163,1
2,SIGINT,1,,1,76,174,1
2,SIGINT,1,,1,66,174,1
3,MASINT,2,,1,86,149,1
3,MASINT,2,,1,78,165,1
3,MASINT,2,,1,73,161,1
3,MASINT,2,,1,122,42,2
3,MASINT,2,,1,111,36,2
3,MASINT,2,,1,105,26,2
3,MASINT,2,,1,99,47,2
3,MASINT,2,,1,80,38,2
3,MASINT,2,,1,100,60,2
3,MASINT,2,,1,111,18,2
3,MASINT,1,,1,217,216,3
3,MASINT,1,,1,224,217,3
3,MASINT,1,,1,203,222,3
3,MASINT,1,,1,214,221,3
3,MASINT,1,,1,210,213,3
3,MASINT,1,,1,217,250,3
3,MASINT,1,,1,206,241,3
3,MASINT,2,,1,183,231,3
3,MASINT,2,,1,220,231,3
3,MASINT,2,,1,205,220,3
