LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,4,0,196,230,1
1,IMINT,2,1,0,214,225,1
1,IMINT,3,2,0,198,254,1
1,IMINT,3,2,0,200,119,2
1,IMINT,5,2,0,242,134,2
1,IMINT,2,4,0,239,96,2
1,IMINT,6,1,1,169,90,2
1,IMINT,1,4,0,223,82,2
1,IMINT,7,1,0,198,79,2
1,IMINT,202,3,0,223,142,2
1,IMINT,5,2,1,67,232,3
1,IMINT,4,4,0,50,219,3
1,IMINT,1,2,0,55,246,3
1,IMINT,3,1,0,72,206,3
1,IMINT,2,2,0,83,217,3
2,SIGINT,1,,1,71,245,3
2,SIGINT,1,,1,76,223,3
2,SIGINT,1,,1,52,236,3
2,SIGINT,1,,1,68,210,3
2,SIGINT,1,,1,43,219,3
2,SIGINT,1,,1,57,230,3
3,MASINT,2,,1,195,119,2
3,MASINT,2,,1,214,117,2
3,MASINT,2,,1,191,91,2
3,MASINT,2,,1,214,111,2
3,MASINT,1,,1,41,219,3
3,MASINT,1,,1,55,231,3
3,MASINT,1,,1,71,244,3
3,MASINT,1,,1,49,231,3
