LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,1,0,202,193,1
1,IMINT,5,1,0,220,219,1
1,IMINT,4,1,0,229,176,1
1,IMINT,7,1,1,184,214,1
1,IMINT,3,4,0,172,198,1
1,IMINT,2,2,0,234,202,1
1,IMINT,7,3,0,68,57,2
1,IMINT,2,2,0,84,85,2
1,IMINT,6,1,1,53,39,2
1,IMINT,5,4,0,70,32,2
1,IMINT,4,2,0,38,57,2
1,IMINT,3,1,1,76,219,3
1,IMINT,7,3,0,88,212,3
1,IMINT,1,4,0,76,239,3
1,IMINT,2,3,0,56,212,3
1,IMINT,6,2,0,94,227,3
2,SIGINT,1,,1,192,230,1
2,SIGINT,1,,1,186,210,1
2,SIGINT,1,,1,235,205,1
2,SIGINT,1,,1,70,224,3
2,SIGINT,1,,1,71,241,3
2,SIGINT,1,,1,71,211,3
2,SIGINT,1,,1,86,237,3
2,SIGINT,1,,1,64,214,3
2,SIGINT,1,,1,93,251,3
2,SIGINT,1,,1,62,224,3
2,SIGINT,1,,1,89,217,3
3,MASINT,1,,1,207,218,1
3,MASINT,1,,1,204,178,1
3,MASINT,1,,1,180,218,1
3,MASINT,1,,1,190,187,1
3,MASINT,1,,1,179,190,1
3,MASINT,1,,1,199,226,1
3,MASINT,2,,1,198,187,1
3,MASINT,2,,1,185,188,1
3,MASINT,2,,1,205,227,1
3,MASINT,2,,1,198,230,1
3,MASINT,2,,1,193,219,1
3,MASINT,2,,1,193,199,1
3,MASINT,2,,1,216,169,1
3,MASINT,1,,1,62,62,2
3,MASINT,1,,1,82,69,2
3,MASINT,1,,1,73,66,2
3,MASINT,1,,1,51,59,2
3,MASINT,1,,1,83,53,2
3,MASINT,1,,1,87,45,2
3,MASINT,2,,1,56,55,2
3,MASINT,2,,1,52,39,2
3,MASINT,2,,1,95,54,2
3,MASINT,2,,1,67,58,2
3,MASINT,2,,1,53,41,2
3,MASINT,2,,1,65,38,2
3,MASINT,2,,1,71,250,3
3,MASINT,2,,1,74,229,3
3,MASINT,2,,1,78,209,3
