LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,5,3,0,211,131,1
1,IMINT,6,4,0,188,146,1
1,IMINT,4,3,0,186,108,1
1,IMINT,7,4,0,237,137,1
1,IMINT,3,1,0,181,120,1
1,IMINT,5,3,0,95,207,2
1,IMINT,7,1,0,71,188,2
1,IMINT,4,3,1,123,207,2
1,IMINT,3,3,0,94,170,2
1,IMINT,6,3,1,105,234,2
2,SIGINT,1,,1,203,153,1
2,SIGINT,1,,1,194,116,1
2,SIGINT,1,,1,193,120,1
2,SIGINT,1,,1,198,106,1
2,SIGINT,1,,1,188,149,1
2,SIGINT,1,,1,197,96,1
2,SIGINT,1,,1,88,185,2
2,SIGINT,1,,1,82,210,2
2,SIGINT,1,,1,100,188,2
3,MASINT,1,,1,184,130,1
3,MASINT,1,,1,182,125,1
3,MASINT,1,,1,169,123,1
3,MASINT,1,,1,215,117,1
3,MASINT,1,,1,201,126,1
3,MASINT,1,,1,195,121,1
3,MASINT,1,,1,217,125,1
3,MASINT,2,,1,86,170,2
3,MASINT,2,,1,80,175,2
3,MASINT,2,,1,106,170,2
3,MASINT,2,,1,122,205,2
3,MASINT,2,,1,96,223,2
3,MASINT,2,,1,113,179,2
