LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,5,3,1,118,237,1
1,IMINT,4,4,1,95,256,1
1,IMINT,6,3,1,95,214,1
1,IMINT,6,2,0,228,146,2
1,IMINT,5,3,0,221,132,2
1,IMINT,1,1,0,242,153,2
1,IMINT,2,4,1,239,129,2
1,IMINT,7,2,0,218,164,2
1,IMINT,7,1,0,82,91,3
1,IMINT,2,2,0,99,48,3
1,IMINT,6,1,1,45,111,3
1,IMINT,1,2,0,53,64,3
1,IMINT,4,2,0,44,83,3
1,IMINT,3,2,0,67,57,3
1,IMINT,201,1,0,109,119,3
2,SIGINT,1,,1,237,159,2
2,SIGINT,1,,1,257,160,2
2,SIGINT,1,,1,225,125,2
2,SIGINT,1,,1,240,149,2
2,SIGINT,1,,1,235,122,2
2,SIGINT,1,,1,87,101,3
2,SIGINT,1,,1,66,96,3
2,SIGINT,1,,1,75,98,3
2,SIGINT,1,,1,76,91,3
2,SIGINT,1,,1,75,53,3
3,MASINT,2,,1,256,149,2
3,MASINT,2,,1,251,161,2
3,MASINT,2,,1,226,147,2
3,MASINT,2,,1,242,157,2
3,MASINT,1,,1,82,90,3
3,MASINT,1,,1,63,60,3
3,MASINT,1,,1,61,64,3
3,MASINT,1,,1,56,69,3
