LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,2,0,100,209,1
1,IMINT,4,2,0,76,230,1
1,IMINT,2,3,1,230,101,2
1,IMINT,3,1,1,191,93,2
1,IMINT,1,1,1,225,140,2
1,IMINT,5,4,0,239,232,3
1,IMINT,4,1,1,259,247,3
1,IMINT,7,3,0,219,256,3
1,IMINT,2,1,0,220,205,3
1,IMINT,6,1,0,232,264,3
1,IMINT,3,2,0,256,214,3
1,IMINT,201,4,0,202,226,3
2,SIGINT,1,,1,228,115,2
2,SIGINT,1,,1,223,108,2
2,SIGINT,1,,1,214,122,2
3,MASINT,1,,1,118,209,1
3,MASINT,1,,1,105,220,1
3,MASINT,1,,1,78,209,1
3,MASINT,1,,1,86,211,1
3,MASINT,1,,1,100,191,1
3,MASINT,1,,1,81,238,1
3,MASINT,2,,1,102,243,1
3,MASINT,2,,1,89,229,1
3,MASINT,2,,1,62,236,1
3,MASINT,2,,1,105,197,1
3,MASINT,2,,1,68,221,1
3,MASINT,2,,1,75,219,1
3,MASINT,2,,1,224,113,2
3,MASINT,2,,1,221,115,2
3,MASINT,2,,1,220,145,2
3,MASINT,1,,1,257,234,3
3,MASINT,1,,1,207,214,3
3,MASINT,1,,1,255,213,3
3,MASINT,1,,1,227,228,3
3,MASINT,2,,1,236,236,3
3,MASINT,2,,1,232,233,3
3,MASINT,2,,1,224,238,3
3,MASINT,2,,1,232,239,3
3,MASINT,2,,1,248,235,3
3,MASINT,2,,1,214,253,3
