LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,2,0,234,226,1
1,IMINT,5,4,1,215,207,1
1,IMINT,7,4,0,261,223,1
1,IMINT,4,3,0,261,241,1
1,IMINT,1,4,0,262,207,1
1,IMINT,201,3,0,230,186,1
1,IMINT,4,2,0,231,72,2
1,IMINT,3,3,0,259,89,2
1,IMINT,7,2,0,263,71,2
1,IMINT,2,2,1,206,87,2
1,IMINT,1,1,0,229,42,2
1,IMINT,7,1,0,56,124,3
1,IMINT,4,1,0,66,87,3
1,IMINT,1,4,0,22,131,3
1,IMINT,2,4,0,46,86,3
1,IMINT,201,1,0,69,104,3
2,SIGINT,1,,1,245,76,2
2,SIGINT,1,,1,260,81,2
2,SIGINT,1,,1,251,71,2
3,MASINT,1,,1,241,210,1
3,MASINT,1,,1,254,227,1
3,MASINT,1,,1,257,230,1
3,MASINT,1,,1,243,223,1
3,MASINT,1,,1,247,214,1
3,MASINT,1,,1,241,199,1
3,MASINT,1,,1,264,222,1
3,MASINT,2,,1,257,231,1
3,MASINT,2,,1,251,227,1
3,MASINT,2,,1,265,204,1
3,MASINT,2,,1,255,225,1
3,MASINT,1,,1,68,116,3
3,MASINT,1,,1,42,127,3
3,MASINT,1,,1,63,120,3
3,MASINT,2,,1,20,99,3
3,MASINT,2,,1,47,91,3
3,MASINT,2,,1,56,103,3
3,MASINT,2,,1,61,132,3
