LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,7,1,0,104,218,1
1,IMINT,2,1,0,145,225,1
1,IMINT,3,4,1,106,261,1
1,IMINT,1,4,0,140,235,1
1,IMINT,202,2,0,103,184,1
1,IMINT,4,1,0,236,86,2
1,IMINT,7,1,1,210,101,2
1,IMINT,1,1,0,243,114,2
1,IMINT,6,3,0,263,104,2
1,IMINT,2,1,0,266,89,2
1,IMINT,5,4,0,219,67,2
1,IMINT,202,1,0,213,80,2
1,IMINT,4,1,0,118,75,3
1,IMINT,7,2,1,156,54,3
1,IMINT,1,4,0,145,42,3
2,SIGINT,1,,1,124,240,1
2,SIGINT,1,,1,110,239,1
2,SIGINT,1,,1,136,241,1
2,SIGINT,1,,1,152,229,1
3,MASINT,1,,1,130,216,1
3,MASINT,1,,1,118,234,1
3,MASINT,1,,1,104,235,1
3,MASINT,2,,1,107,255,1
3,MASINT,2,,1,110,222,1
3,MASINT,2,,1,98,210,1
3,MASINT,1,,1,246,94,2
3,MASINT,1,,1,210,71,2
3,MASINT,1,,1,227,101,2
3,MASINT,1,,1,232,74,2
3,MASINT,1,,1,242,98,2
3,MASINT,1,,1,207,109,2
3,MASINT,2,,1,220,98,2
3,MASINT,2,,1,243,73,2
3,MASINT,2,,1,217,76,2
3,MASINT,2,,1,245,100,2
3,MASINT,2,,1,255,76,2
3,MASINT,2,,1,263,80,2
3,MASINT,2,,1,241,108,2
3,MASINT,1,,1,136,52,3
3,MASINT,1,,1,121,75,3
3,MASINT,1,,1,142,61,3
