LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,3,0,84,99,1
1,IMINT,7,3,1,48,115,1
1,IMINT,2,2,1,86,60,1
1,IMINT,6,2,0,129,91,1
1,IMINT,4,3,0,117,217,2
1,IMINT,7,3,0,155,230,2
1,IMINT,1,3,1,80,205,2
1,IMINT,2,4,0,98,251,2
1,IMINT,6,2,0,148,190,2
1,IMINT,201,4,0,96,183,2
1,IMINT,7,4,0,204,91,3
1,IMINT,2,2,1,218,53,3
1,IMINT,1,3,0,198,134,3
1,IMINT,4,1,0,218,129,3
1,IMINT,3,1,0,205,51,3
2,SIGINT,1,,1,91,76,1
2,SIGINT,1,,1,97,95,1
2,SIGINT,1,,1,103,88,1
2,SIGINT,1,,1,98,86,1
2,SIGINT,1,,1,132,208,2
2,SIGINT,1,,1,106,207,2
2,SIGINT,1,,1,108,210,2
2,SIGINT,1,,1,122,226,2
2,SIGINT,1,,1,221,84,3
2,SIGINT,1,,1,209,114,3
2,SIGINT,1,,1,202,80,3
2,SIGINT,1,,1,210,97,3
2,SIGINT,1,,1,199,96,3
2,SIGINT,1,,1,240,107,3
2,SIGINT,1,,1,192,114,3
2,SIGINT,1,,1,193,85,3
3,MASINT,2,,1,73,93,1
3,MASINT,2,,1,90,66,1
3,MASINT,2,,1,71,89,1
