LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,7,3,1,101,71,1
1,IMINT,2,4,1,63,78,1
1,IMINT,5,1,1,143,72,1
1,IMINT,4,4,1,82,36,1
1,IMINT,6,2,1,76,97,1
1,IMINT,3,2,1,94,110,1
1,IMINT,6,4,0,218,222,2
1,IMINT,7,2,0,243,198,2
1,IMINT,1,3,1,239,256,2
1,IMINT,2,1,0,193,192,2
1,IMINT,4,4,0,216,183,2
1,IMINT,201,1,0,230,222,2
1,IMINT,3,3,0,71,221,3
1,IMINT,5,3,1,90,220,3
1,IMINT,4,4,0,70,243,3
1,IMINT,2,1,0,73,205,3
1,IMINT,6,4,0,57,208,3
1,IMINT,7,1,0,58,244,3
2,SIGINT,1,,1,237,209,2
2,SIGINT,1,,1,223,218,2
2,SIGINT,1,,1,244,186,2
2,SIGINT,1,,1,220,212,2
2,SIGINT,1,,1,223,198,2
2,SIGINT,1,,1,239,197,2
3,MASINT,1,,1,117,72,1
3,MASINT,1,,1,111,86,1
3,MASINT,1,,1,114,70,1
3,MASINT,1,,1,80,81,1
3,MASINT,1,,1,81,83,1
3,MASINT,1,,1,99,73,1
3,MASINT,2,,1,101,82,1
3,MASINT,2,,1,95,91,1
3,MASINT,2,,1,74,77,1
3,MASINT,2,,1,223,191,2
3,MASINT,2,,1,241,210,2
3,MASINT,2,,1,194,219,2
3,MASINT,2,,1,238,187,2
3,MASINT,1,,1,70,233,3
3,MASINT,1,,1,51,245,3
3,MASINT,1,,1,58,217,3
3,MASINT,1,,1,87,232,3
3,MASINT,1,,1,88,235,3
3,MASINT,1,,1,69,216,3
3,MASINT,1,,1,94,231,3
3,MASINT,2,,1,66,228,3
3,MASINT,2,,1,76,212,3
3,MASINT,2,,1,80,229,3
3,MASINT,2,,1,48,240,3
3,MASINT,2,,1,49,228,3
3,MASINT,2,,1,69,246,3
3,MASINT,2,,1,81,255,3
