LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,7,1,0,171,58,1
1,IMINT,5,2,0,204,59,1
1,IMINT,4,1,1,151,30,1
1,IMINT,1,4,0,198,75,1
1,IMINT,6,4,0,144,53,1
1,IMINT,201,1,0,160,69,1
1,IMINT,6,3,0,218,202,2
1,IMINT,5,3,0,233,186,2
1,IMINT,2,3,0,204,216,2
1,IMINT,3,3,0,240,201,2
1,IMINT,1,1,0,200,201,2
1,IMINT,1,3,1,84,176,3
1,IMINT,5,1,0,119,177,3
1,IMINT,7,1,0,52,167,3
1,IMINT,6,1,0,66,153,3
1,IMINT,2,1,0,109,199,3
1,IMINT,201,4,0,72,135,3
2,SIGINT,1,,1,222,210,2
2,SIGINT,1,,1,218,190,2
2,SIGINT,1,,1,205,197,2
2,SIGINT,1,,1,230,229,2
2,SIGINT,1,,1,220,181,2
2,SIGINT,1,,1,207,210,2
2,SIGINT,1,,1,217,205,2
2,SIGINT,1,,1,66,163,3
2,SIGINT,1,,1,108,178,3
2,SIGINT,1,,1,105,190,3
3,MASINT,1,,1,170,68,1
3,MASINT,1,,1,161,64,1
3,MASINT,1,,1,171,32,1
3,MASINT,1,,1,189,50,1
3,MASINT,1,,1,151,50,1
3,MASINT,1,,1,153,66,1
3,MASINT,2,,1,181,48,1
3,MASINT,2,,1,176,26,1
3,MASINT,2,,1,173,56,1
3,MASINT,2,,1,195,35,1
3,MASINT,2,,1,153,64,1
3,MASINT,2,,1,177,50,1
3,MASINT,2,,1,148,57,1
3,MASINT,2,,1,213,190,2
3,MASINT,2,,1,221,198,2
3,MASINT,2,,1,219,218,2
