LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,4,0,231,78,1
1,IMINT,5,2,0,214,80,1
1,IMINT,4,4,0,240,61,1
1,IMINT,2,1,0,221,63,1
1,IMINT,7,2,0,216,93,1
1,IMINT,201,2,0,212,44,1
1,IMINT,6,4,0,149,220,2
1,IMINT,5,3,1,150,246,2
1,IMINT,7,3,0,168,217,2
1,IMINT,4,2,0,132,208,2
1,IMINT,2,4,0,141,238,2
1,IMINT,201,2,0,185,230,2
2,SIGINT,1,,1,166,244,2
2,SIGINT,1,,1,155,239,2
2,SIGINT,1,,1,174,252,2
2,SIGINT,1,,1,174,226,2
3,MASINT,2,,1,201,84,1
3,MASINT,2,,1,216,52,1
3,MASINT,2,,1,202,85,1
3,MASINT,2,,1,228,87,1
3,MASINT,2,,1,207,63,1
3,MASINT,2,,1,228,73,1
3,MASINT,1,,1,183,241,2
3,MASINT,1,,1,145,214,2
3,MASINT,1,,1,131,221,2
3,MASINT,1,,1,161,229,2
3,MASINT,2,,1,137,238,2
3,MASINT,2,,1,167,231,2
3,MASINT,2,,1,147,245,2
3,MASINT,2,,1,161,218,2
3,MASINT,2,,1,155,224,2
3,MASINT,2,,1,137,240,2
