LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,2,1,208,69,1
1,IMINT,7,1,1,232,77,1
1,IMINT,1,3,1,202,42,1
1,IMINT,2,1,0,223,50,1
1,IMINT,201,1,0,204,99,1
1,IMINT,2,1,1,114,212,2
1,IMINT,7,2,1,103,229,2
1,IMINT,1,1,1,92,214,2
1,IMINT,5,4,1,129,201,2
1,IMINT,6,4,1,136,215,2
1,IMINT,202,4,0,146,182,2
1,IMINT,3,3,0,80,55,3
1,IMINT,6,3,0,72,31,3
1,IMINT,1,2,0,92,83,3
1,IMINT,4,4,0,103,39,3
1,IMINT,2,1,0,109,59,3
1,IMINT,7,4,0,91,32,3
1,IMINT,201,2,0,61,85,3
2,SIGINT,1,,1,231,82,1
2,SIGINT,1,,1,221,61,1
2,SIGINT,1,,1,215,79,1
2,SIGINT,1,,1,209,58,1
2,SIGINT,1,,1,201,77,1
2,SIGINT,1,,1,219,70,1
2,SIGINT,1,,1,121,188,2
2,SIGINT,1,,1,111,211,2
2,SIGINT,1,,1,118,226,2
3,MASINT,2,,1,95,46,3
3,MASINT,2,,1,67,47,3
3,MASINT,2,,1,85,35,3
3,MASINT,2,,1,85,68,3
3,MASINT,2,,1,69,71,3
3,MASINT,2,,1,81,55,3
