LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,4,0,194,207,1
1,IMINT,4,4,0,214,207,1
1,IMINT,5,3,0,184,229,1
1,IMINT,7,3,1,175,203,1
1,IMINT,6,4,0,190,189,1
1,IMINT,4,2,1,191,56,2
1,IMINT,2,4,0,230,75,2
1,IMINT,3,3,0,217,27,2
1,IMINT,4,4,0,68,189,3
1,IMINT,2,3,0,87,182,3
1,IMINT,7,3,0,76,172,3
1,IMINT,1,1,0,54,204,3
2,SIGINT,1,,1,65,190,3
2,SIGINT,1,,1,67,185,3
2,SIGINT,1,,1,51,186,3
2,SIGINT,1,,1,64,154,3
2,SIGINT,1,,1,53,201,3
2,SIGINT,1,,1,41,202,3
3,MASINT,1,,1,191,231,1
3,MASINT,1,,1,219,207,1
3,MASINT,1,,1,200,233,1
3,MASINT,1,,1,186,203,1
3,MASINT,1,,1,176,221,1
3,MASINT,1,,1,187,195,1
3,MASINT,1,,1,174,213,1
3,MASINT,1,,1,99,169,3
3,MASINT,1,,1,81,178,3
3,MASINT,1,,1,72,169,3
3,MASINT,1,,1,47,187,3
3,MASINT,1,,1,55,195,3
3,MASINT,1,,1,48,176,3
