LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,4,1,198,102,1
1,IMINT,7,4,0,229,101,1
1,IMINT,5,1,0,181,85,1
1,IMINT,6,2,0,213,75,1
1,IMINT,4,1,0,166,101,1
1,IMINT,202,1,0,184,135,1
1,IMINT,1,3,0,59,146,2
1,IMINT,2,4,1,46,109,2
1,IMINT,6,4,0,87,113,2
1,IMINT,7,4,0,54,184,2
1,IMINT,3,1,0,185,223,3
1,IMINT,2,2,0,164,222,3
1,IMINT,4,1,0,188,208,3
1,IMINT,1,1,0,168,238,3
2,SIGINT,1,,1,61,146,2
2,SIGINT,1,,1,71,125,2
2,SIGINT,1,,1,56,129,2
2,SIGINT,1,,1,43,133,2
2,SIGINT,1,,1,83,134,2
2,SIGINT,1,,1,67,145,2
2,SIGINT,1,,1,66,163,2
2,SIGINT,1,,1,54,117,2
2,SIGINT,1,,1,171,253,3
2,SIGINT,1,,1,157,233,3
2,SIGINT,1,,1,165,245,3
2,SIGINT,1,,1,191,222,3
2,SIGINT,1,,1,160,218,3
2,SIGINT,1,,1,168,225,3
3,MASINT,1,,1,213,93,1
3,MASINT,1,,1,180,83,1
3,MASINT,1,,1,194,117,1
3,MASINT,1,,1,196,113,1
3,MASINT,1,,1,188,107,1
3,MASINT,1,,1,203,83,1
3,MASINT,1,,1,201,94,1
3,MASINT,2,,1,194,129,1
3,MASINT,2,,1,215,127,1
3,MASINT,2,,1,200,113,1
3,MASINT,2,,1,225,111,1
3,MASINT,2,,1,204,115,1
3,MASINT,2,,1,200,117,1
3,MASINT,2,,1,222,93,1
3,MASINT,2,,1,72,129,2
3,MASINT,2,,1,87,128,2
3,MASINT,2,,1,38,150,2
