LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,3,1,1,82,233,1
1,IMINT,6,3,0,56,221,1
1,IMINT,7,4,0,110,248,1
1,IMINT,5,4,0,113,224,1
1,IMINT,7,4,1,134,73,2
1,IMINT,6,4,1,98,62,2
1,IMINT,4,3,1,170,86,2
1,IMINT,1,1,1,215,193,3
1,IMINT,4,1,0,254,203,3
1,IMINT,7,3,1,185,214,3
1,IMINT,3,3,0,251,216,3
1,IMINT,5,3,0,224,235,3
1,IMINT,6,1,0,218,155,3
1,IMINT,2,4,0,256,183,3
1,IMINT,201,3,0,208,178,3
2,SIGINT,1,,1,235,172,3
2,SIGINT,1,,1,194,202,3
2,SIGINT,1,,1,234,193,3
2,SIGINT,1,,1,248,177,3
3,MASINT,2,,1,98,233,1
3,MASINT,2,,1,81,217,1
3,MASINT,2,,1,100,255,1
3,MASINT,2,,1,112,251,1
3,MASINT,1,,1,143,82,2
3,MASINT,1,,1,116,72,2
3,MASINT,1,,1,161,53,2
3,MASINT,1,,1,139,77,2
3,MASINT,1,,1,112,51,2
3,MASINT,1,,1,135,82,2
3,MASINT,1,,1,108,61,2
3,MASINT,2,,1,136,64,2
3,MASINT,2,,1,113,52,2
3,MASINT,2,,1,127,56,2
3,MASINT,2,,1,135,71,2
3,MASINT,2,,1,121,78,2
3,MASINT,2,,1,133,59,2
3,MASINT,2,,1,134,64,2
3,MASINT,1,,1,223,192,3
3,MASINT,1,,1,213,209,3
3,MASINT,1,,1,230,185,3
3,MASINT,1,,1,247,184,3
