LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,3,1,0,217,73,1
1,IMINT,7,4,0,198,41,1
1,IMINT,4,3,0,222,34,1
1,IMINT,1,4,0,240,105,1
1,IMINT,2,1,0,254,85,1
1,IMINT,6,2,0,75,62,2
1,IMINT,4,4,0,67,100,2
1,IMINT,7,4,0,93,95,2
1,IMINT,1,2,1,40,83,2
1,IMINT,2,3,0,52,29,2
1,IMINT,6,4,1,71,177,3
1,IMINT,4,1,0,76,208,3
1,IMINT,5,2,0,100,181,3
1,IMINT,7,3,0,56,205,3
1,IMINT,1,2,1,66,146,3
1,IMINT,2,3,0,40,171,3
1,IMINT,202,2,0,96,146,3
2,SIGINT,1,,1,206,91,1
2,SIGINT,1,,1,211,65,1
2,SIGINT,1,,1,205,64,1
2,SIGINT,1,,1,231,44,1
2,SIGINT,1,,1,231,52,1
2,SIGINT,1,,1,220,78,1
2,SIGINT,1,,1,234,72,1
2,SIGINT,1,,1,48,97,2
2,SIGINT,1,,1,68,98,2
2,SIGINT,1,,1,65,69,2
2,SIGINT,1,,1,88,63,2
2,SIGINT,1,,1,72,185,3
2,SIGINT,1,,1,86,194,3
2,SIGINT,1,,1,57,191,3
2,SIGINT,1,,1,62,175,3
2,SIGINT,1,,1,83,209,3
2,SIGINT,1,,1,73,166,3
3,MASINT,2,,1,46,98,2
3,MASINT,2,,1,80,71,2
3,MASINT,2,,1,65,82,2
3,MASINT,1,,1,63,152,3
3,MASINT,1,,1,68,185,3
3,MASINT,1,,1,75,179,3
3,MASINT,2,,1,90,167,3
3,MASINT,2,,1,52,188,3
3,MASINT,2,,1,66,175,3
