LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,2,0,76,99,1
1,IMINT,5,4,0,59,79,1
1,IMINT,2,2,0,90,75,1
1,IMINT,7,4,0,69,125,1
1,IMINT,6,1,0,95,123,1
1,IMINT,1,4,0,212,100,2
1,IMINT,4,2,0,202,129,2
1,IMINT,6,4,1,238,81,2
1,IMINT,2,3,0,183,112,2
1,IMINT,3,4,0,223,73,2
2,SIGINT,1,,1,86,91,1
2,SIGINT,1,,1,86,114,1
2,SIGINT,1,,1,76,84,1
2,SIGINT,1,,1,189,87,2
2,SIGINT,1,,1,198,96,2
2,SIGINT,1,,1,201,80,2
2,SIGINT,1,,1,230,107,2
2,SIGINT,1,,1,208,91,2
2,SIGINT,1,,1,218,95,2
3,MASINT,1,,1,85,107,1
3,MASINT,1,,1,94,88,1
3,MASINT,1,,1,89,101,1
3,MASINT,1,,1,86,111,1
3,MASINT,1,,1,75,118,1
3,MASINT,1,,1,70,93,1
3,MASINT,1,,1,91,122,1
3,MASINT,2,,1,61,104,1
3,MASINT,2,,1,80,94,1
3,MASINT,2,,1,87,106,1
3,MASINT,2,,1,62,98,1
3,MASINT,2,,1,87,104,1
3,MASINT,2,,1,75,120,1
