LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,7,3,0,58,92,1
1,IMINT,1,4,0,60,68,1
1,IMINT,2,1,0,47,107,1
1,IMINT,6,4,1,82,82,1
1,IMINT,5,1,0,67,116,1
1,IMINT,5,3,0,213,98,2
1,IMINT,4,3,1,235,104,2
1,IMINT,1,1,0,238,90,2
1,IMINT,3,2,0,236,83,2
1,IMINT,2,3,0,216,66,2
1,IMINT,201,3,0,168,116,2
1,IMINT,2,3,1,68,236,3
1,IMINT,7,1,0,85,227,3
1,IMINT,1,4,1,74,217,3
1,IMINT,4,4,1,50,223,3
1,IMINT,6,1,1,64,260,3
1,IMINT,201,3,0,111,257,3
1,IMINT,7,4,0,223,235,4
1,IMINT,6,1,0,261,226,4
1,IMINT,1,4,0,185,233,4
1,IMINT,2,3,0,208,202,4
1,IMINT,4,2,0,198,270,4
1,IMINT,3,2,0,184,223,4
2,SIGINT,1,,1,79,82,1
2,SIGINT,1,,1,69,101,1
2,SIGINT,1,,1,48,104,1
2,SIGINT,1,,1,65,71,1
2,SIGINT,1,,1,56,71,1
2,SIGINT,1,,1,59,95,1
2,SIGINT,1,,1,84,228,3
2,SIGINT,1,,1,78,242,3
2,SIGINT,1,,1,80,211,3
2,SIGINT,1,,1,75,249,3
2,SIGINT,1,,1,83,220,3
2,SIGINT,1,,1,71,250,3
3,MASINT,2,,1,46,102,1
3,MASINT,2,,1,89,89,1
3,MASINT,2,,1,54,86,1
3,MASINT,1,,1,198,82,2
3,MASINT,1,,1,204,104,2
3,MASINT,1,,1,198,94,2
3,MASINT,1,,1,222,84,2
3,MASINT,1,,1,225,83,2
3,MASINT,1,,1,217,99,2
3,MASINT,1,,1,220,85,2
3,MASINT,2,,1,63,233,3
3,MASINT,2,,1,86,267,3
3,MASINT,2,,1,63,234,3
3,MASINT,2,,1,81,249,3
3,MASINT,1,,1,207,227,4
3,MASINT,1,,1,181,230,4
3,MASINT,1,,1,214,240,4
3,MASINT,2,,1,186,227,4
3,MASINT,2,,1,218,249,4
3,MASINT,2,,1,199,241,4
3,MASINT,2,,1,227,237,4
3,MASINT,2,,1,198,214,4
3,MASINT,2,,1,204,228,4
