LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,1,1,77,207,1
1,IMINT,2,1,0,108,205,1
1,IMINT,6,1,0,47,209,1
1,IMINT,7,4,0,100,188,1
1,IMINT,5,4,0,51,202,1
1,IMINT,2,3,0,126,76,2
1,IMINT,7,1,0,151,61,2
1,IMINT,3,3,0,129,106,2
1,IMINT,6,4,1,115,99,2
1,IMINT,5,2,0,142,104,2
3,MASINT,1,,1,55,198,1
3,MASINT,1,,1,82,233,1
3,MASINT,1,,1,59,204,1
3,MASINT,1,,1,83,195,1
3,MASINT,1,,1,75,206,1
3,MASINT,1,,1,83,182,1
3,MASINT,1,,1,105,189,1
3,MASINT,1,,1,129,106,2
3,MASINT,1,,1,132,108,2
3,MASINT,1,,1,146,84,2
