LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,1,1,69,95,1
1,IMINT,5,1,0,52,114,1
1,IMINT,6,2,0,45,94,1
1,IMINT,7,3,0,60,123,1
1,IMINT,3,3,0,238,95,2
1,IMINT,7,2,0,231,115,2
1,IMINT,1,4,0,257,93,2
1,IMINT,2,3,1,228,81,2
1,IMINT,6,4,0,242,79,2
1,IMINT,201,2,0,208,100,2
1,IMINT,7,4,0,91,220,3
1,IMINT,6,4,1,71,220,3
1,IMINT,2,4,0,100,237,3
1,IMINT,5,2,0,116,223,3
1,IMINT,1,1,0,86,205,3
1,IMINT,201,4,0,114,254,3
1,IMINT,2,2,1,233,226,4
1,IMINT,3,4,1,201,222,4
1,IMINT,4,2,0,255,246,4
1,IMINT,1,4,0,261,217,4
2,SIGINT,1,,1,218,94,2
2,SIGINT,1,,1,240,78,2
2,SIGINT,1,,1,225,70,2
2,SIGINT,1,,1,241,125,2
2,SIGINT,1,,1,231,103,2
2,SIGINT,1,,1,221,78,2
2,SIGINT,1,,1,87,229,3
2,SIGINT,1,,1,90,229,3
2,SIGINT,1,,1,102,230,3
2,SIGINT,1,,1,217,230,4
2,SIGINT,1,,1,243,228,4
2,SIGINT,1,,1,248,221,4
2,SIGINT,1,,1,236,229,4
2,SIGINT,1,,1,270,226,4
2,SIGINT,1,,1,255,228,4
2,SIGINT,1,,1,230,231,4
2,SIGINT,1,,1,243,213,4
3,MASINT,1,,1,56,120,1
3,MASINT,1,,1,55,123,1
3,MASINT,1,,1,67,111,1
3,MASINT,1,,1,59,127,1
3,MASINT,2,,1,258,107,2
3,MASINT,2,,1,208,84,2
3,MASINT,2,,1,239,92,2
3,MASINT,2,,1,219,89,2
3,MASINT,2,,1,224,104,2
3,MASINT,2,,1,210,102,2
3,MASINT,2,,1,230,92,2
3,MASINT,1,,1,119,208,3
3,MASINT,1,,1,82,226,3
3,MASINT,1,,1,111,243,3
3,MASINT,1,,1,245,207,4
3,MASINT,1,,1,226,244,4
3,MASINT,1,,1,251,210,4
3,MASINT,1,,1,230,240,4
