LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,3,2,0,59,160,1
1,IMINT,4,4,0,50,143,1
1,IMINT,2,3,0,57,177,1
1,IMINT,1,4,0,74,174,1
1,IMINT,7,2,0,77,145,1
1,IMINT,6,3,1,220,61,2
1,IMINT,5,1,1,252,48,2
1,IMINT,4,4,1,194,52,2
1,IMINT,3,3,1,216,28,2
1,IMINT,7,1,1,236,35,2
1,IMINT,201,4,0,183,92,2
2,SIGINT,1,,1,49,144,1
2,SIGINT,1,,1,42,158,1
2,SIGINT,1,,1,45,175,1
2,SIGINT,1,,1,77,150,1
3,MASINT,1,,1,205,39,2
3,MASINT,1,,1,212,58,2
3,MASINT,1,,1,219,76,2
3,MASINT,1,,1,223,41,2
3,MASINT,1,,1,219,61,2
3,MASINT,1,,1,215,70,2
3,MASINT,2,,1,231,59,2
3,MASINT,2,,1,215,76,2
3,MASINT,2,,1,208,22,2
3,MASINT,2,,1,221,65,2
3,MASINT,2,,1,236,76,2
3,MASINT,2,,1,214,37,2
3,MASINT,2,,1,200,30,2
