LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,7,4,0,64,92,1
1,IMINT,5,2,1,46,119,1
1,IMINT,6,3,0,36,78,1
1,IMINT,3,1,0,88,66,1
1,IMINT,7,1,1,218,106,2
1,IMINT,3,1,0,207,115,2
1,IMINT,2,2,1,239,107,2
1,IMINT,5,4,0,233,93,2
1,IMINT,6,1,0,233,122,2
1,IMINT,4,4,1,215,123,2
1,IMINT,3,1,1,89,222,3
1,IMINT,7,4,0,107,201,3
1,IMINT,6,2,1,91,254,3
1,IMINT,4,3,1,116,216,3
1,IMINT,5,4,1,65,245,3
1,IMINT,7,3,0,232,233,4
1,IMINT,1,4,0,252,231,4
1,IMINT,5,1,1,223,247,4
1,IMINT,4,4,0,228,214,4
2,SIGINT,1,,1,88,238,3
2,SIGINT,1,,1,122,209,3
2,SIGINT,1,,1,89,215,3
2,SIGINT,1,,1,246,252,4
2,SIGINT,1,,1,240,236,4
3,MASINT,1,,1,223,114,2
3,MASINT,1,,1,210,116,2
3,MASINT,1,,1,221,144,2
3,MASINT,1,,1,94,247,3
3,MASINT,1,,1,93,200,3
3,MASINT,1,,1,84,229,3
3,MASINT,1,,1,109,237,3
3,MASINT,1,,1,242,222,4
3,MASINT,1,,1,260,254,4
3,MASINT,1,,1,237,265,4
3,MASINT,1,,1,223,235,4
3,MASINT,1,,1,255,228,4
3,MASINT,1,,1,242,212,4
3,MASINT,1,,1,247,238,4
3,MASINT,2,,1,228,221,4
3,MASINT,2,,1,229,229,4
3,MASINT,2,,1,245,250,4
3,MASINT,2,,1,214,243,4
3,MASINT,2,,1,233,236,4
3,MASINT,2,,1,256,232,4
3,MASINT,2,,1,222,254,4
