LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,4,0,79,84,1
1,IMINT,2,1,0,91,101,1
1,IMINT,3,3,0,98,77,1
1,IMINT,4,1,1,61,95,1
1,IMINT,5,1,0,75,71,1
1,IMINT,202,2,0,72,109,1
1,IMINT,7,4,0,231,90,2
1,IMINT,6,3,0,214,104,2
1,IMINT,5,1,0,237,75,2
1,IMINT,4,2,0,211,84,2
1,IMINT,2,1,0,244,111,2
1,IMINT,1,3,0,71,211,3
1,IMINT,2,3,0,114,204,3
1,IMINT,6,1,0,30,209,3
1,IMINT,7,3,0,109,217,3
1,IMINT,4,3,1,106,184,3
1,IMINT,5,2,0,38,198,3
1,IMINT,4,1,0,234,214,4
1,IMINT,3,4,1,212,212,4
1,IMINT,2,1,0,230,194,4
1,IMINT,1,1,0,252,206,4
2,SIGINT,1,,1,82,65,1
2,SIGINT,1,,1,62,91,1
2,SIGINT,1,,1,85,90,1
2,SIGINT,1,,1,85,84,1
2,SIGINT,1,,1,99,72,1
2,SIGINT,1,,1,224,197,4
2,SIGINT,1,,1,241,180,4
2,SIGINT,1,,1,214,220,4
2,SIGINT,1,,1,206,218,4
2,SIGINT,1,,1,214,189,4
2,SIGINT,1,,1,225,217,4
3,MASINT,1,,1,227,97,2
3,MASINT,1,,1,226,117,2
3,MASINT,1,,1,201,84,2
3,MASINT,1,,1,235,90,2
3,MASINT,1,,1,221,88,2
3,MASINT,1,,1,232,81,2
3,MASINT,2,,1,219,108,2
3,MASINT,2,,1,260,99,2
3,MASINT,2,,1,233,96,2
3,MASINT,2,,1,225,94,2
3,MASINT,2,,1,244,101,2
3,MASINT,2,,1,219,106,2
