LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,2,3,1,83,73,1
1,IMINT,1,2,0,119,52,1
1,IMINT,3,2,0,66,114,1
1,IMINT,4,4,0,99,110,1
1,IMINT,7,4,1,235,56,2
1,IMINT,6,3,0,233,23,2
1,IMINT,5,4,0,205,37,2
1,IMINT,3,2,0,218,99,2
1,IMINT,6,4,0,80,215,3
1,IMINT,1,4,0,52,231,3
1,IMINT,3,4,0,105,223,3
1,IMINT,2,1,1,66,191,3
1,IMINT,5,2,1,81,191,3
1,IMINT,4,4,1,211,210,4
1,IMINT,1,1,1,227,201,4
1,IMINT,3,2,1,188,221,4
1,IMINT,2,4,1,194,201,4
1,IMINT,5,4,0,214,190,4
1,IMINT,6,2,0,206,225,4
1,IMINT,201,2,0,178,177,4
2,SIGINT,1,,1,90,91,1
2,SIGINT,1,,1,78,88,1
2,SIGINT,1,,1,75,91,1
2,SIGINT,1,,1,120,74,1
2,SIGINT,1,,1,90,92,1
2,SIGINT,1,,1,81,84,1
2,SIGINT,1,,1,85,94,1
2,SIGINT,1,,1,242,65,2
2,SIGINT,1,,1,238,34,2
2,SIGINT,1,,1,216,44,2
2,SIGINT,1,,1,242,42,2
2,SIGINT,1,,1,227,68,2
2,SIGINT,1,,1,201,44,2
3,MASINT,1,,1,89,77,1
3,MASINT,1,,1,77,92,1
3,MASINT,1,,1,72,64,1
3,MASINT,1,,1,67,101,1
3,MASINT,1,,1,224,85,2
3,MASINT,1,,1,224,41,2
3,MASINT,1,,1,204,29,2
3,MASINT,1,,1,225,32,2
3,MASINT,2,,1,221,87,2
3,MASINT,2,,1,217,41,2
3,MASINT,2,,1,217,52,2
3,MASINT,2,,1,198,58,2
3,MASINT,2,,1,204,70,2
3,MASINT,2,,1,231,63,2
3,MASINT,2,,1,214,66,2
3,MASINT,1,,1,83,204,3
3,MASINT,1,,1,86,199,3
3,MASINT,1,,1,89,210,3
3,MASINT,1,,1,54,203,3
3,MASINT,1,,1,78,187,3
3,MASINT,1,,1,78,202,3
