LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,2,3,0,147,216,1
1,IMINT,6,3,0,165,216,1
1,IMINT,4,2,0,146,198,1
1,IMINT,7,3,0,132,92,2
1,IMINT,5,1,1,152,85,2
1,IMINT,6,1,0,113,98,2
2,SIGINT,1,,1,143,196,1
2,SIGINT,1,,1,137,218,1
2,SIGINT,1,,1,145,196,1
2,SIGINT,1,,1,165,208,1
2,SIGINT,1,,1,147,200,1
2,SIGINT,1,,1,149,191,1
3,MASINT,1,,1,148,240,1
3,MASINT,1,,1,140,196,1
3,MASINT,1,,1,141,228,1
3,MASINT,1,,1,141,92,2
3,MASINT,1,,1,117,75,2
3,MASINT,1,,1,129,95,2
3,MASINT,1,,1,128,85,2
3,MASINT,1,,1,150,104,2
3,MASINT,1,,1,148,111,2
3,MASINT,1,,1,144,105,2
3,MASINT,2,,1,99,91,2
3,MASINT,2,,1,158,87,2
3,MASINT,2,,1,141,100,2
3,MASINT,2,,1,136,92,2
3,MASINT,2,,1,121,104,2
3,MASINT,2,,1,162,98,2
3,MASINT,2,,1,141,117,2
