LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,7,4,1,234,219,1
1,IMINT,6,4,1,254,196,1
1,IMINT,5,2,1,208,217,1
1,IMINT,4,1,1,203,222,1
1,IMINT,2,1,1,60,229,2
1,IMINT,6,1,0,22,216,2
1,IMINT,3,2,1,51,191,2
1,IMINT,1,1,0,19,235,2
1,IMINT,4,4,0,118,98,3
1,IMINT,2,2,0,100,93,3
1,IMINT,5,3,0,142,106,3
1,IMINT,1,4,0,127,81,3
1,IMINT,3,1,0,102,109,3
2,SIGINT,1,,1,42,224,2
2,SIGINT,1,,1,64,240,2
2,SIGINT,1,,1,45,226,2
2,SIGINT,1,,1,125,99,3
2,SIGINT,1,,1,117,107,3
2,SIGINT,1,,1,108,88,3
2,SIGINT,1,,1,145,78,3
2,SIGINT,1,,1,102,113,3
2,SIGINT,1,,1,145,93,3
2,SIGINT,1,,1,114,106,3
3,MASINT,2,,1,208,213,1
3,MASINT,2,,1,222,223,1
3,MASINT,2,,1,236,217,1
3,MASINT,2,,1,246,220,1
3,MASINT,2,,1,198,210,1
3,MASINT,2,,1,249,224,1
3,MASINT,1,,1,32,228,2
3,MASINT,1,,1,55,211,2
3,MASINT,1,,1,22,233,2
3,MASINT,1,,1,58,223,2
3,MASINT,1,,1,35,210,2
3,MASINT,1,,1,42,198,2
3,MASINT,1,,1,41,242,2
3,MASINT,2,,1,55,214,2
3,MASINT,2,,1,59,203,2
3,MASINT,2,,1,29,213,2
3,MASINT,2,,1,46,246,2
3,MASINT,2,,1,16,223,2
3,MASINT,2,,1,31,216,2
3,MASINT,2,,1,39,198,2
