LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,4,0,65,83,1
1,IMINT,4,2,0,36,72,1
1,IMINT,3,3,0,69,53,1
1,IMINT,2,2,1,97,91,1
1,IMINT,1,1,1,224,104,2
1,IMINT,4,2,0,223,144,2
1,IMINT,6,3,0,266,122,2
1,IMINT,2,2,0,234,64,2
1,IMINT,7,4,0,206,70,2
1,IMINT,201,1,0,200,83,2
1,IMINT,1,3,0,65,213,3
1,IMINT,6,2,0,32,229,3
1,IMINT,4,2,0,107,205,3
1,IMINT,3,2,0,61,257,3
1,IMINT,7,1,1,85,181,3
1,IMINT,2,1,0,27,216,3
1,IMINT,6,3,0,218,239,4
1,IMINT,1,2,0,194,217,4
1,IMINT,7,4,0,252,238,4
1,IMINT,4,4,0,199,258,4
2,SIGINT,1,,1,85,62,1
2,SIGINT,1,,1,55,95,1
2,SIGINT,1,,1,92,64,1
2,SIGINT,1,,1,78,61,1
2,SIGINT,1,,1,73,105,1
2,SIGINT,1,,1,66,69,1
2,SIGINT,1,,1,196,87,2
2,SIGINT,1,,1,244,121,2
2,SIGINT,1,,1,227,131,2
2,SIGINT,1,,1,235,83,2
2,SIGINT,1,,1,233,91,2
2,SIGINT,1,,1,89,212,3
2,SIGINT,1,,1,50,226,3
2,SIGINT,1,,1,67,221,3
2,SIGINT,1,,1,57,241,3
2,SIGINT,1,,1,84,198,3
2,SIGINT,1,,1,70,224,3
3,MASINT,1,,1,59,65,1
3,MASINT,1,,1,83,82,1
3,MASINT,1,,1,43,71,1
3,MASINT,1,,1,72,58,1
3,MASINT,1,,1,212,69,2
3,MASINT,1,,1,223,97,2
3,MASINT,1,,1,195,91,2
3,MASINT,1,,1,219,82,2
3,MASINT,2,,1,236,121,2
3,MASINT,2,,1,233,132,2
3,MASINT,2,,1,227,113,2
3,MASINT,1,,1,65,204,3
3,MASINT,1,,1,50,218,3
3,MASINT,1,,1,40,221,3
3,MASINT,1,,1,66,206,3
3,MASINT,2,,1,64,204,3
3,MASINT,2,,1,65,208,3
3,MASINT,2,,1,43,227,3
3,MASINT,1,,1,215,217,4
3,MASINT,1,,1,212,246,4
3,MASINT,1,,1,214,233,4
3,MASINT,2,,1,220,265,4
3,MASINT,2,,1,226,254,4
3,MASINT,2,,1,200,229,4
3,MASINT,2,,1,214,219,4
3,MASINT,2,,1,207,217,4
3,MASINT,2,,1,223,229,4
3,MASINT,2,,1,220,260,4
