LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,7,4,0,118,62,1
1,IMINT,2,3,0,103,78,1
1,IMINT,6,4,0,102,53,1
1,IMINT,4,4,1,205,214,2
1,IMINT,1,1,0,214,197,2
1,IMINT,2,2,0,202,232,2
1,IMINT,3,2,0,220,231,2
1,IMINT,5,1,0,230,84,3
1,IMINT,4,4,0,211,68,3
1,IMINT,7,1,0,220,102,3
1,IMINT,2,3,0,231,62,3
1,IMINT,6,2,0,213,88,3
2,SIGINT,1,,1,235,227,2
2,SIGINT,1,,1,226,215,2
2,SIGINT,1,,1,205,207,2
2,SIGINT,1,,1,223,238,2
2,SIGINT,1,,1,236,228,2
2,SIGINT,1,,1,202,209,2
3,MASINT,1,,1,122,90,1
3,MASINT,1,,1,88,59,1
3,MASINT,1,,1,122,76,1
3,MASINT,1,,1,102,58,1
3,MASINT,1,,1,108,68,1
3,MASINT,1,,1,123,68,1
3,MASINT,1,,1,110,80,1
3,MASINT,2,,1,101,69,1
3,MASINT,2,,1,102,74,1
3,MASINT,2,,1,94,57,1
3,MASINT,2,,1,127,72,1
3,MASINT,2,,1,121,62,1
3,MASINT,2,,1,111,72,1
3,MASINT,2,,1,209,210,2
3,MASINT,2,,1,208,197,2
3,MASINT,2,,1,225,244,2
3,MASINT,1,,1,203,95,3
3,MASINT,1,,1,221,106,3
3,MASINT,1,,1,230,51,3
3,MASINT,1,,1,245,73,3
3,MASINT,1,,1,217,83,3
3,MASINT,1,,1,235,66,3
3,MASINT,1,,1,237,59,3
