LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,3,1,103,97,1
1,IMINT,5,4,0,80,108,1
1,IMINT,2,2,1,96,65,1
1,IMINT,1,1,0,125,112,1
1,IMINT,7,1,1,98,125,1
1,IMINT,3,4,0,131,100,1
1,IMINT,3,2,0,227,94,2
1,IMINT,5,4,0,235,134,2
1,IMINT,6,1,0,212,133,2
1,IMINT,2,2,0,238,54,2
1,IMINT,1,3,1,269,87,2
1,IMINT,7,4,0,65,214,3
1,IMINT,3,4,1,41,236,3
1,IMINT,5,3,0,83,243,3
1,IMINT,6,2,0,69,243,3
1,IMINT,1,4,0,57,244,3
1,IMINT,1,3,1,218,237,4
1,IMINT,6,1,0,194,256,4
1,IMINT,5,4,0,236,266,4
1,IMINT,2,4,1,223,269,4
1,IMINT,7,2,1,231,209,4
1,IMINT,201,2,0,225,194,4
2,SIGINT,1,,1,41,262,3
2,SIGINT,1,,1,40,237,3
2,SIGINT,1,,1,72,234,3
2,SIGINT,1,,1,60,223,3
3,MASINT,1,,1,99,86,1
3,MASINT,1,,1,123,96,1
3,MASINT,1,,1,106,99,1
3,MASINT,1,,1,111,106,1
3,MASINT,1,,1,108,78,1
3,MASINT,1,,1,124,101,1
3,MASINT,1,,1,250,79,2
3,MASINT,1,,1,232,93,2
3,MASINT,1,,1,227,89,2
3,MASINT,1,,1,239,124,2
3,MASINT,1,,1,212,115,2
3,MASINT,1,,1,252,99,2
3,MASINT,1,,1,226,110,2
3,MASINT,1,,1,65,234,3
3,MASINT,1,,1,72,261,3
3,MASINT,1,,1,80,235,3
3,MASINT,1,,1,65,231,3
3,MASINT,1,,1,52,240,3
3,MASINT,1,,1,94,234,3
3,MASINT,1,,1,73,245,3
3,MASINT,2,,1,65,256,3
3,MASINT,2,,1,60,234,3
3,MASINT,2,,1,59,224,3
3,MASINT,2,,1,84,223,3
3,MASINT,2,,1,53,209,3
3,MASINT,2,,1,95,223,3
3,MASINT,1,,1,206,251,4
3,MASINT,1,,1,191,250,4
3,MASINT,1,,1,215,243,4
3,MASINT,1,,1,236,240,4
3,MASINT,1,,1,218,216,4
3,MASINT,1,,1,220,256,4
