LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,3,0,89,64,1
1,IMINT,3,4,1,113,46,1
1,IMINT,2,3,0,70,81,1
1,IMINT,5,1,0,96,94,1
1,IMINT,7,2,1,229,58,2
1,IMINT,2,4,0,224,97,2
1,IMINT,4,2,0,243,22,2
1,IMINT,6,4,0,196,80,2
1,IMINT,1,4,1,254,32,2
1,IMINT,1,1,0,56,223,3
1,IMINT,5,3,0,63,205,3
1,IMINT,7,1,1,54,244,3
1,IMINT,6,2,0,70,237,3
1,IMINT,2,2,0,78,221,3
1,IMINT,3,2,0,38,214,3
1,IMINT,4,1,0,40,232,3
1,IMINT,201,1,0,39,199,3
1,IMINT,6,2,0,232,220,4
1,IMINT,1,1,0,252,187,4
1,IMINT,7,2,0,270,221,4
1,IMINT,2,4,1,265,237,4
1,IMINT,3,2,0,201,257,4
1,IMINT,201,4,0,226,200,4
2,SIGINT,1,,1,64,81,1
2,SIGINT,1,,1,95,83,1
2,SIGINT,1,,1,234,56,2
2,SIGINT,1,,1,240,73,2
2,SIGINT,1,,1,237,85,2
2,SIGINT,1,,1,220,50,2
2,SIGINT,1,,1,234,72,2
2,SIGINT,1,,1,249,216,4
2,SIGINT,1,,1,261,216,4
3,MASINT,1,,1,254,46,2
3,MASINT,1,,1,220,73,2
3,MASINT,1,,1,232,51,2
3,MASINT,1,,1,236,69,2
3,MASINT,1,,1,221,78,2
3,MASINT,1,,1,232,54,2
3,MASINT,1,,1,225,59,2
3,MASINT,1,,1,59,204,3
3,MASINT,1,,1,59,235,3
3,MASINT,1,,1,34,210,3
3,MASINT,1,,1,66,190,3
3,MASINT,1,,1,52,214,3
3,MASINT,1,,1,52,203,3
3,MASINT,2,,1,242,228,4
3,MASINT,2,,1,220,214,4
3,MASINT,2,,1,232,239,4
3,MASINT,2,,1,248,215,4
3,MASINT,2,,1,262,240,4
3,MASINT,2,,1,244,223,4
