LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,1,0,230,182,1
1,IMINT,2,4,0,239,161,1
1,IMINT,4,2,1,213,174,1
1,IMINT,3,3,0,253,182,1
1,IMINT,7,4,0,79,131,2
1,IMINT,6,2,1,79,152,2
1,IMINT,3,1,0,103,132,2
1,IMINT,2,4,0,60,130,2
1,IMINT,1,3,0,77,111,2
1,IMINT,4,2,0,86,149,2
2,SIGINT,1,,1,91,132,2
2,SIGINT,1,,1,93,153,2
2,SIGINT,1,,1,101,127,2
2,SIGINT,1,,1,67,138,2
2,SIGINT,1,,1,97,116,2
2,SIGINT,1,,1,79,121,2
3,MASINT,2,,1,64,131,2
3,MASINT,2,,1,79,113,2
3,MASINT,2,,1,93,122,2
