LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,2,4,1,95,56,1
1,IMINT,5,2,1,139,60,1
1,IMINT,1,1,1,106,20,1
1,IMINT,6,1,1,123,31,1
1,IMINT,4,4,1,80,91,1
1,IMINT,3,2,1,131,51,1
1,IMINT,4,3,0,218,69,2
1,IMINT,2,4,1,222,29,2
1,IMINT,7,1,1,181,85,2
1,IMINT,4,4,0,60,218,3
1,IMINT,2,3,1,44,206,3
1,IMINT,3,2,1,79,226,3
1,IMINT,5,4,1,65,240,3
1,IMINT,6,2,1,51,232,3
1,IMINT,201,4,0,21,215,3
1,IMINT,6,3,0,226,231,4
1,IMINT,1,2,0,205,240,4
1,IMINT,5,4,1,226,260,4
1,IMINT,3,2,0,232,200,4
1,IMINT,201,1,0,262,237,4
2,SIGINT,1,,1,216,243,4
2,SIGINT,1,,1,228,240,4
2,SIGINT,1,,1,238,228,4
3,MASINT,1,,1,115,45,1
3,MASINT,1,,1,79,60,1
3,MASINT,1,,1,89,30,1
3,MASINT,2,,1,97,62,1
3,MASINT,2,,1,113,77,1
3,MASINT,2,,1,122,66,1
3,MASINT,2,,1,108,60,1
3,MASINT,2,,1,121,52,1
3,MASINT,2,,1,120,62,1
3,MASINT,1,,1,68,210,3
3,MASINT,1,,1,75,199,3
3,MASINT,1,,1,71,217,3
3,MASINT,1,,1,42,216,3
3,MASINT,1,,1,235,243,4
3,MASINT,1,,1,234,233,4
3,MASINT,1,,1,252,244,4
3,MASINT,1,,1,223,243,4
3,MASINT,1,,1,224,234,4
3,MASINT,1,,1,216,227,4
