LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,5,4,0,228,84,1
1,IMINT,1,3,0,183,81,1
1,IMINT,4,1,0,207,45,1
1,IMINT,3,2,0,240,119,1
1,IMINT,6,1,1,208,237,2
1,IMINT,1,2,0,213,274,2
1,IMINT,7,4,1,171,224,2
1,IMINT,3,1,0,248,213,2
1,IMINT,2,2,1,230,265,2
1,IMINT,3,3,0,96,193,3
1,IMINT,5,2,0,112,174,3
1,IMINT,6,3,0,73,220,3
1,IMINT,4,2,0,106,223,3
1,IMINT,2,1,0,60,205,3
2,SIGINT,1,,1,219,82,1
2,SIGINT,1,,1,198,53,1
2,SIGINT,1,,1,213,72,1
2,SIGINT,1,,1,187,82,1
2,SIGINT,1,,1,198,62,1
2,SIGINT,1,,1,227,74,1
2,SIGINT,1,,1,243,77,1
2,SIGINT,1,,1,210,76,1
2,SIGINT,1,,1,203,230,2
2,SIGINT,1,,1,223,239,2
2,SIGINT,1,,1,197,214,2
2,SIGINT,1,,1,214,252,2
2,SIGINT,1,,1,208,245,2
2,SIGINT,1,,1,214,245,2
2,SIGINT,1,,1,237,237,2
3,MASINT,2,,1,207,248,2
3,MASINT,2,,1,201,245,2
3,MASINT,2,,1,219,245,2
3,MASINT,1,,1,85,214,3
3,MASINT,1,,1,90,207,3
3,MASINT,1,,1,99,219,3
3,MASINT,1,,1,96,200,3
3,MASINT,1,,1,90,186,3
3,MASINT,1,,1,79,216,3
3,MASINT,1,,1,79,200,3
3,MASINT,2,,1,74,198,3
3,MASINT,2,,1,89,197,3
3,MASINT,2,,1,95,197,3
3,MASINT,2,,1,90,182,3
3,MASINT,2,,1,116,198,3
3,MASINT,2,,1,88,215,3
3,MASINT,2,,1,87,205,3
