LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,2,4,1,237,170,1
1,IMINT,6,4,0,220,149,1
1,IMINT,7,4,0,263,155,1
1,IMINT,4,2,0,210,188,1
1,IMINT,5,2,0,263,193,1
1,IMINT,6,3,1,72,181,2
1,IMINT,2,4,0,85,204,2
1,IMINT,5,3,0,52,196,2
1,IMINT,4,4,0,63,152,2
1,IMINT,7,3,0,77,149,2
3,MASINT,1,,1,216,181,1
3,MASINT,1,,1,221,169,1
3,MASINT,1,,1,236,164,1
3,MASINT,1,,1,245,187,1
3,MASINT,1,,1,87,149,2
3,MASINT,1,,1,39,167,2
3,MASINT,1,,1,65,177,2
3,MASINT,1,,1,70,194,2
3,MASINT,1,,1,58,163,2
3,MASINT,1,,1,76,184,2
3,MASINT,2,,1,73,180,2
3,MASINT,2,,1,103,172,2
3,MASINT,2,,1,84,187,2
3,MASINT,2,,1,67,179,2
3,MASINT,2,,1,74,171,2
3,MASINT,2,,1,69,176,2
