LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,3,0,219,86,1
1,IMINT,3,4,0,238,83,1
1,IMINT,2,1,0,215,105,1
1,IMINT,4,3,0,231,102,1
1,IMINT,5,1,0,201,199,2
1,IMINT,4,2,0,193,168,2
1,IMINT,2,4,1,220,220,2
1,IMINT,3,3,0,175,204,2
2,SIGINT,1,,1,210,103,1
2,SIGINT,1,,1,214,100,1
2,SIGINT,1,,1,221,75,1
2,SIGINT,1,,1,211,98,1
2,SIGINT,1,,1,244,82,1
2,SIGINT,1,,1,235,113,1
2,SIGINT,1,,1,221,84,1
2,SIGINT,1,,1,216,195,2
2,SIGINT,1,,1,216,190,2
2,SIGINT,1,,1,196,205,2
2,SIGINT,1,,1,204,187,2
2,SIGINT,1,,1,199,203,2
2,SIGINT,1,,1,185,203,2
2,SIGINT,1,,1,207,208,2
3,MASINT,2,,1,232,100,1
3,MASINT,2,,1,229,84,1
3,MASINT,2,,1,200,83,1
3,MASINT,2,,1,231,104,1
