LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,3,2,0,96,66,1
1,IMINT,1,4,0,122,63,1
1,IMINT,2,4,0,83,53,1
1,IMINT,4,2,0,105,43,1
1,IMINT,202,1,0,80,98,1
1,IMINT,3,3,0,213,97,2
1,IMINT,1,2,1,190,75,2
1,IMINT,2,1,0,193,120,2
1,IMINT,4,4,0,238,115,2
1,IMINT,4,2,0,100,216,3
1,IMINT,2,2,0,102,233,3
1,IMINT,5,2,0,118,206,3
1,IMINT,6,3,0,82,218,3
1,IMINT,3,3,1,117,221,3
1,IMINT,201,3,0,120,179,3
1,IMINT,4,2,0,233,223,4
1,IMINT,3,4,0,233,243,4
1,IMINT,1,2,0,228,205,4
1,IMINT,7,4,1,220,235,4
1,IMINT,2,2,0,253,224,4
2,SIGINT,1,,1,97,68,1
2,SIGINT,1,,1,102,53,1
2,SIGINT,1,,1,94,73,1
2,SIGINT,1,,1,110,93,1
2,SIGINT,1,,1,101,45,1
2,SIGINT,1,,1,221,96,2
2,SIGINT,1,,1,180,118,2
2,SIGINT,1,,1,192,93,2
2,SIGINT,1,,1,222,94,2
2,SIGINT,1,,1,202,94,2
2,SIGINT,1,,1,204,111,2
2,SIGINT,1,,1,199,83,2
2,SIGINT,1,,1,205,87,2
2,SIGINT,1,,1,219,250,4
2,SIGINT,1,,1,247,245,4
2,SIGINT,1,,1,226,227,4
3,MASINT,1,,1,108,73,1
3,MASINT,1,,1,75,85,1
3,MASINT,1,,1,93,60,1
3,MASINT,2,,1,233,95,2
3,MASINT,2,,1,220,106,2
3,MASINT,2,,1,209,108,2
3,MASINT,2,,1,210,107,2
3,MASINT,1,,1,124,205,3
3,MASINT,1,,1,122,212,3
3,MASINT,1,,1,101,239,3
3,MASINT,1,,1,113,219,3
3,MASINT,1,,1,97,221,3
3,MASINT,1,,1,106,218,3
3,MASINT,1,,1,229,243,4
3,MASINT,1,,1,225,228,4
3,MASINT,1,,1,239,247,4
3,MASINT,1,,1,250,214,4
3,MASINT,1,,1,228,214,4
3,MASINT,1,,1,211,202,4
3,MASINT,1,,1,225,209,4
