LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,3,3,0,63,114,1
1,IMINT,7,4,1,31,91,1
1,IMINT,1,3,0,20,127,1
1,IMINT,4,4,0,50,154,1
1,IMINT,2,1,0,80,84,1
1,IMINT,5,1,0,223,73,2
1,IMINT,1,4,0,197,53,2
1,IMINT,4,4,0,227,100,2
1,IMINT,6,1,0,211,43,2
1,IMINT,7,1,0,226,42,2
3,MASINT,1,,1,209,53,2
3,MASINT,1,,1,221,42,2
3,MASINT,1,,1,216,61,2
3,MASINT,1,,1,231,65,2
3,MASINT,1,,1,241,57,2
3,MASINT,1,,1,202,79,2
3,MASINT,2,,1,237,65,2
3,MASINT,2,,1,202,63,2
3,MASINT,2,,1,219,76,2
3,MASINT,2,,1,226,59,2
