LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,4,1,75,57,1
1,IMINT,7,3,1,59,83,1
1,IMINT,5,3,1,51,53,1
1,IMINT,6,1,1,73,32,1
1,IMINT,2,4,0,193,207,2
1,IMINT,6,2,1,183,193,2
1,IMINT,4,4,0,211,210,2
1,IMINT,3,1,0,213,194,2
1,IMINT,1,2,0,200,188,2
2,SIGINT,1,,1,215,226,2
2,SIGINT,1,,1,189,180,2
2,SIGINT,1,,1,203,193,2
2,SIGINT,1,,1,205,191,2
2,SIGINT,1,,1,189,182,2
2,SIGINT,1,,1,209,176,2
2,SIGINT,1,,1,194,217,2
2,SIGINT,1,,1,193,212,2
3,MASINT,1,,1,56,51,1
3,MASINT,1,,1,38,46,1
3,MASINT,1,,1,65,74,1
3,MASINT,1,,1,89,50,1
3,MASINT,1,,1,63,77,1
3,MASINT,1,,1,64,65,1
3,MASINT,2,,1,90,79,1
3,MASINT,2,,1,63,67,1
3,MASINT,2,,1,82,44,1
3,MASINT,2,,1,88,47,1
3,MASINT,2,,1,77,61,1
3,MASINT,2,,1,70,70,1
