LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,1,0,57,105,1
1,IMINT,1,2,0,64,65,1
1,IMINT,2,2,0,91,87,1
1,IMINT,3,3,0,21,99,1
1,IMINT,5,1,1,33,139,1
1,IMINT,6,4,0,228,69,2
1,IMINT,3,3,0,267,59,2
1,IMINT,4,4,0,237,32,2
1,IMINT,7,1,0,245,108,2
1,IMINT,1,3,0,198,43,2
1,IMINT,2,3,1,189,82,2
1,IMINT,1,1,0,55,227,3
1,IMINT,7,1,0,82,258,3
1,IMINT,5,1,0,46,266,3
1,IMINT,2,2,1,33,192,3
1,IMINT,2,2,0,233,220,4
1,IMINT,3,1,0,260,236,4
1,IMINT,4,3,0,234,252,4
2,SIGINT,1,,1,58,101,1
2,SIGINT,1,,1,45,83,1
2,SIGINT,1,,1,54,101,1
2,SIGINT,1,,1,60,97,1
2,SIGINT,1,,1,65,112,1
2,SIGINT,1,,1,35,110,1
2,SIGINT,1,,1,210,63,2
2,SIGINT,1,,1,204,59,2
2,SIGINT,1,,1,207,40,2
2,SIGINT,1,,1,226,52,2
2,SIGINT,1,,1,248,59,2
2,SIGINT,1,,1,271,220,4
2,SIGINT,1,,1,231,236,4
2,SIGINT,1,,1,256,230,4
2,SIGINT,1,,1,247,222,4
2,SIGINT,1,,1,243,231,4
2,SIGINT,1,,1,224,259,4
2,SIGINT,1,,1,245,237,4
2,SIGINT,1,,1,249,217,4
3,MASINT,2,,1,221,45,2
3,MASINT,2,,1,228,50,2
3,MASINT,2,,1,244,93,2
