LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,2,1,144,181,1
1,IMINT,2,1,0,144,224,1
1,IMINT,3,3,0,109,192,1
1,IMINT,6,4,1,177,64,2
1,IMINT,5,4,0,189,95,2
1,IMINT,4,4,0,146,71,2
1,IMINT,7,3,0,176,35,2
1,IMINT,202,4,0,200,88,2
2,SIGINT,1,,1,125,205,1
2,SIGINT,1,,1,127,190,1
2,SIGINT,1,,1,122,180,1
2,SIGINT,1,,1,129,209,1
2,SIGINT,1,,1,149,211,1
3,MASINT,1,,1,185,64,2
3,MASINT,1,,1,193,102,2
3,MASINT,1,,1,168,57,2
3,MASINT,1,,1,157,59,2
3,MASINT,1,,1,192,84,2
3,MASINT,1,,1,173,76,2
3,MASINT,1,,1,177,67,2
