LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,4,0,68,103,1
1,IMINT,5,2,0,77,128,1
1,IMINT,7,4,1,56,119,1
1,IMINT,6,1,0,65,84,1
1,IMINT,202,4,0,32,82,1
1,IMINT,1,3,0,233,89,2
1,IMINT,6,2,0,225,51,2
1,IMINT,4,3,0,197,79,2
1,IMINT,2,1,0,246,130,2
1,IMINT,3,2,0,271,98,2
1,IMINT,6,2,1,72,232,3
1,IMINT,2,4,0,92,203,3
1,IMINT,3,1,0,34,225,3
1,IMINT,5,1,0,112,225,3
1,IMINT,202,1,0,42,232,3
1,IMINT,3,1,0,234,229,4
1,IMINT,1,2,0,212,238,4
1,IMINT,4,2,1,245,220,4
1,IMINT,2,4,0,251,235,4
2,SIGINT,1,,1,234,90,2
2,SIGINT,1,,1,217,88,2
2,SIGINT,1,,1,247,84,2
2,SIGINT,1,,1,233,72,2
2,SIGINT,1,,1,237,93,2
2,SIGINT,1,,1,223,103,2
2,SIGINT,1,,1,252,84,2
2,SIGINT,1,,1,238,76,2
2,SIGINT,1,,1,232,235,4
2,SIGINT,1,,1,255,236,4
2,SIGINT,1,,1,216,230,4
2,SIGINT,1,,1,263,235,4
3,MASINT,1,,1,55,121,1
3,MASINT,1,,1,37,120,1
3,MASINT,1,,1,80,82,1
3,MASINT,1,,1,60,123,1
3,MASINT,1,,1,68,118,1
3,MASINT,1,,1,28,109,1
3,MASINT,2,,1,80,108,1
3,MASINT,2,,1,36,91,1
3,MASINT,2,,1,56,74,1
3,MASINT,2,,1,71,105,1
3,MASINT,2,,1,69,80,1
3,MASINT,2,,1,48,122,1
3,MASINT,1,,1,73,218,3
3,MASINT,1,,1,83,227,3
3,MASINT,1,,1,75,238,3
