LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,6,2,0,84,79,1
1,IMINT,5,3,0,59,114,1
1,IMINT,3,1,0,118,102,1
1,IMINT,7,2,0,89,40,1
1,IMINT,2,1,1,108,54,1
1,IMINT,201,1,0,60,90,1
1,IMINT,4,2,0,229,86,2
1,IMINT,7,4,0,196,105,2
1,IMINT,1,4,0,260,63,2
1,IMINT,2,1,0,270,93,2
1,IMINT,202,3,0,205,83,2
1,IMINT,7,3,0,91,209,3
1,IMINT,2,1,0,70,174,3
1,IMINT,6,3,1,114,177,3
1,IMINT,1,1,0,87,170,3
1,IMINT,5,4,0,136,207,3
1,IMINT,201,4,0,53,197,3
1,IMINT,3,1,0,210,224,4
1,IMINT,6,3,0,225,199,4
1,IMINT,5,3,0,199,266,4
1,IMINT,2,4,0,224,263,4
1,IMINT,7,2,0,248,225,4
1,IMINT,1,2,1,207,264,4
1,IMINT,201,3,0,193,250,4
2,SIGINT,1,,1,107,75,1
2,SIGINT,1,,1,59,90,1
2,SIGINT,1,,1,61,65,1
2,SIGINT,1,,1,93,86,1
2,SIGINT,1,,1,69,91,1
2,SIGINT,1,,1,97,96,1
2,SIGINT,1,,1,91,77,1
2,SIGINT,1,,1,102,51,1
2,SIGINT,1,,1,220,100,2
2,SIGINT,1,,1,231,96,2
2,SIGINT,1,,1,208,78,2
2,SIGINT,1,,1,246,77,2
2,SIGINT,1,,1,232,84,2
2,SIGINT,1,,1,260,97,2
2,SIGINT,1,,1,238,104,2
2,SIGINT,1,,1,102,164,3
2,SIGINT,1,,1,108,181,3
2,SIGINT,1,,1,99,193,3
2,SIGINT,1,,1,73,215,3
3,MASINT,1,,1,85,66,1
3,MASINT,1,,1,93,73,1
3,MASINT,1,,1,112,75,1
3,MASINT,1,,1,97,90,1
3,MASINT,2,,1,216,114,2
3,MASINT,2,,1,236,80,2
3,MASINT,2,,1,248,64,2
3,MASINT,2,,1,229,73,2
3,MASINT,1,,1,80,213,3
3,MASINT,1,,1,82,199,3
3,MASINT,1,,1,117,184,3
3,MASINT,1,,1,99,162,3
3,MASINT,2,,1,108,186,3
3,MASINT,2,,1,66,177,3
3,MASINT,2,,1,117,183,3
3,MASINT,2,,1,61,176,3
3,MASINT,2,,1,83,204,3
3,MASINT,2,,1,102,208,3
3,MASINT,1,,1,239,240,4
3,MASINT,1,,1,209,257,4
3,MASINT,1,,1,217,255,4
3,MASINT,1,,1,222,247,4
3,MASINT,2,,1,198,229,4
3,MASINT,2,,1,218,245,4
3,MASINT,2,,1,240,221,4
3,MASINT,2,,1,224,232,4
3,MASINT,2,,1,208,240,4
3,MASINT,2,,1,199,254,4
