LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,1,0,100,210,1
1,IMINT,4,1,1,126,192,1
1,IMINT,3,3,0,130,217,1
1,IMINT,2,2,0,76,219,1
1,IMINT,2,4,0,78,80,2
1,IMINT,6,3,1,67,100,2
1,IMINT,5,4,0,85,103,2
1,IMINT,7,1,0,98,75,2
1,IMINT,4,3,0,92,92,2
1,IMINT,202,2,0,56,72,2
2,SIGINT,1,,1,101,221,1
2,SIGINT,1,,1,102,201,1
2,SIGINT,1,,1,85,189,1
2,SIGINT,1,,1,119,228,1
2,SIGINT,1,,1,116,225,1
2,SIGINT,1,,1,112,211,1
2,SIGINT,1,,1,103,193,1
3,MASINT,1,,1,110,72,2
3,MASINT,1,,1,77,91,2
3,MASINT,1,,1,83,88,2
3,MASINT,1,,1,73,92,2
3,MASINT,1,,1,76,118,2
3,MASINT,1,,1,68,67,2
3,MASINT,1,,1,101,111,2
3,MASINT,2,,1,85,84,2
3,MASINT,2,,1,89,70,2
3,MASINT,2,,1,92,111,2
3,MASINT,2,,1,85,93,2
3,MASINT,2,,1,90,94,2
3,MASINT,2,,1,105,94,2
