LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,3,1,132,81,1
1,IMINT,3,2,0,138,105,1
1,IMINT,4,4,0,117,91,1
1,IMINT,2,4,0,134,58,1
1,IMINT,6,4,0,233,195,2
1,IMINT,1,4,0,212,184,2
1,IMINT,7,1,0,230,217,2
1,IMINT,3,4,0,246,210,2
1,IMINT,2,3,1,228,176,2
1,IMINT,4,4,0,246,184,2
2,SIGINT,1,,1,141,66,1
2,SIGINT,1,,1,136,68,1
2,SIGINT,1,,1,128,70,1
2,SIGINT,1,,1,119,116,1
2,SIGINT,1,,1,142,84,1
2,SIGINT,1,,1,139,82,1
2,SIGINT,1,,1,118,103,1
2,SIGINT,1,,1,225,187,2
2,SIGINT,1,,1,232,199,2
2,SIGINT,1,,1,204,184,2
2,SIGINT,1,,1,250,197,2
2,SIGINT,1,,1,213,182,2
2,SIGINT,1,,1,227,193,2
3,MASINT,1,,1,220,180,2
3,MASINT,1,,1,235,208,2
3,MASINT,1,,1,228,168,2
