LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,4,1,233,146,1
1,IMINT,1,4,0,244,118,1
1,IMINT,3,1,1,233,114,1
1,IMINT,2,3,1,263,144,1
1,IMINT,5,3,0,215,172,1
1,IMINT,6,2,1,208,137,1
1,IMINT,7,4,0,218,123,1
1,IMINT,3,4,1,78,77,2
1,IMINT,4,1,0,64,62,2
1,IMINT,2,2,0,97,88,2
1,IMINT,1,3,0,90,58,2
2,SIGINT,1,,1,226,156,1
2,SIGINT,1,,1,220,123,1
2,SIGINT,1,,1,229,143,1
3,MASINT,1,,1,223,122,1
3,MASINT,1,,1,219,153,1
3,MASINT,1,,1,235,144,1
3,MASINT,1,,1,224,132,1
3,MASINT,1,,1,239,124,1
3,MASINT,1,,1,225,142,1
3,MASINT,1,,1,235,135,1
3,MASINT,1,,1,86,90,2
3,MASINT,1,,1,72,83,2
3,MASINT,1,,1,88,69,2
3,MASINT,1,,1,73,95,2
