LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,1,0,114,162,1
1,IMINT,7,3,0,131,176,1
1,IMINT,4,2,0,104,148,1
1,IMINT,5,2,1,124,180,1
1,IMINT,3,3,0,110,177,1
1,IMINT,2,1,0,132,150,1
1,IMINT,6,1,1,235,132,2
1,IMINT,5,3,0,232,114,2
1,IMINT,7,3,0,238,115,2
1,IMINT,202,4,0,254,126,2
2,SIGINT,1,,1,110,155,1
2,SIGINT,1,,1,115,158,1
2,SIGINT,1,,1,135,145,1
2,SIGINT,1,,1,118,153,1
2,SIGINT,1,,1,120,186,1
2,SIGINT,1,,1,108,167,1
2,SIGINT,1,,1,146,174,1
2,SIGINT,1,,1,119,176,1
2,SIGINT,1,,1,107,182,1
3,MASINT,1,,1,244,142,2
3,MASINT,1,,1,256,127,2
3,MASINT,1,,1,226,138,2
3,MASINT,1,,1,237,101,2
3,MASINT,1,,1,230,142,2
3,MASINT,1,,1,213,120,2
3,MASINT,1,,1,221,105,2
