LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,4,0,67,214,1
1,IMINT,2,2,0,48,216,1
1,IMINT,6,2,0,84,199,1
1,IMINT,3,2,1,84,214,1
1,IMINT,202,4,0,87,240,1
1,IMINT,6,4,0,232,67,2
1,IMINT,3,4,1,239,98,2
1,IMINT,7,2,0,262,67,2
1,IMINT,1,3,0,216,43,2
1,IMINT,2,2,0,214,92,2
1,IMINT,201,4,0,216,26,2
1,IMINT,5,2,0,220,210,3
1,IMINT,7,2,1,216,186,3
1,IMINT,4,2,0,237,210,3
1,IMINT,6,1,0,197,206,3
2,SIGINT,1,,1,90,230,1
2,SIGINT,1,,1,66,227,1
2,SIGINT,1,,1,61,239,1
2,SIGINT,1,,1,231,188,3
2,SIGINT,1,,1,207,202,3
2,SIGINT,1,,1,224,190,3
3,MASINT,1,,1,79,214,1
3,MASINT,1,,1,65,225,1
3,MASINT,1,,1,49,206,1
3,MASINT,1,,1,86,217,1
3,MASINT,2,,1,229,75,2
3,MASINT,2,,1,210,65,2
3,MASINT,2,,1,236,95,2
3,MASINT,2,,1,242,83,2
3,MASINT,1,,1,229,211,3
3,MASINT,1,,1,234,187,3
3,MASINT,1,,1,246,222,3
3,MASINT,1,,1,209,198,3
3,MASINT,1,,1,212,187,3
3,MASINT,1,,1,232,235,3
3,MASINT,1,,1,218,231,3
3,MASINT,2,,1,251,196,3
3,MASINT,2,,1,226,203,3
3,MASINT,2,,1,204,212,3
3,MASINT,2,,1,234,201,3
3,MASINT,2,,1,226,187,3
3,MASINT,2,,1,220,190,3
3,MASINT,2,,1,216,191,3
