LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,1,1,103,61,1
1,IMINT,2,4,0,114,42,1
1,IMINT,3,2,0,86,76,1
1,IMINT,5,3,0,88,63,1
1,IMINT,4,1,0,94,43,1
1,IMINT,6,3,1,213,87,2
1,IMINT,7,3,0,184,89,2
1,IMINT,2,2,1,211,54,2
1,IMINT,1,1,0,185,76,2
1,IMINT,1,1,1,75,219,3
1,IMINT,4,4,1,48,221,3
1,IMINT,7,4,1,74,246,3
1,IMINT,3,4,0,91,194,3
1,IMINT,3,4,1,218,229,4
1,IMINT,5,2,1,203,208,4
1,IMINT,6,2,0,222,194,4
1,IMINT,4,2,1,247,213,4
1,IMINT,202,3,0,225,259,4
2,SIGINT,1,,1,199,65,2
2,SIGINT,1,,1,209,85,2
2,SIGINT,1,,1,204,85,2
2,SIGINT,1,,1,202,77,2
2,SIGINT,1,,1,213,83,2
2,SIGINT,1,,1,194,61,2
2,SIGINT,1,,1,205,65,2
3,MASINT,1,,1,78,82,1
3,MASINT,1,,1,96,53,1
3,MASINT,1,,1,95,67,1
3,MASINT,1,,1,88,44,1
3,MASINT,1,,1,91,45,1
3,MASINT,1,,1,75,43,1
3,MASINT,1,,1,80,52,1
3,MASINT,2,,1,196,93,2
3,MASINT,2,,1,215,91,2
3,MASINT,2,,1,180,92,2
3,MASINT,2,,1,189,85,2
3,MASINT,1,,1,64,217,3
3,MASINT,1,,1,85,203,3
3,MASINT,1,,1,99,242,3
3,MASINT,1,,1,61,229,3
3,MASINT,1,,1,64,246,3
3,MASINT,1,,1,80,218,3
3,MASINT,2,,1,66,207,3
3,MASINT,2,,1,71,203,3
3,MASINT,2,,1,46,211,3
3,MASINT,2,,1,78,212,3
3,MASINT,2,,1,70,207,3
3,MASINT,2,,1,95,215,3
3,MASINT,2,,1,220,222,4
3,MASINT,2,,1,226,233,4
3,MASINT,2,,1,233,232,4
3,MASINT,2,,1,233,245,4
3,MASINT,2,,1,243,246,4
3,MASINT,2,,1,234,212,4
3,MASINT,2,,1,220,228,4
