LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,3,4,1,79,67,1
1,IMINT,2,4,0,75,95,1
1,IMINT,5,1,0,110,53,1
1,IMINT,4,1,0,72,41,1
1,IMINT,6,3,0,110,72,1
1,IMINT,201,1,0,46,81,1
1,IMINT,1,3,0,210,102,2
1,IMINT,3,4,0,230,124,2
1,IMINT,6,3,0,233,83,2
1,IMINT,2,2,0,198,127,2
1,IMINT,7,1,0,211,74,2
1,IMINT,3,2,1,103,226,3
1,IMINT,4,4,0,106,253,3
1,IMINT,7,2,0,100,191,3
1,IMINT,6,3,0,76,217,3
1,IMINT,5,1,0,138,228,3
1,IMINT,2,4,0,227,225,4
1,IMINT,1,3,1,209,188,4
1,IMINT,5,2,0,268,249,4
1,IMINT,3,2,1,209,266,4
2,SIGINT,1,,1,98,89,1
2,SIGINT,1,,1,99,64,1
2,SIGINT,1,,1,84,64,1
2,SIGINT,1,,1,65,85,1
2,SIGINT,1,,1,67,88,1
2,SIGINT,1,,1,70,73,1
2,SIGINT,1,,1,208,109,2
2,SIGINT,1,,1,216,101,2
2,SIGINT,1,,1,196,112,2
2,SIGINT,1,,1,213,115,2
3,MASINT,1,,1,92,85,1
3,MASINT,1,,1,74,50,1
3,MASINT,1,,1,101,49,1
3,MASINT,1,,1,78,87,1
3,MASINT,1,,1,52,59,1
3,MASINT,1,,1,83,72,1
3,MASINT,1,,1,57,85,1
3,MASINT,2,,1,235,92,2
3,MASINT,2,,1,223,126,2
3,MASINT,2,,1,184,113,2
3,MASINT,2,,1,105,195,3
3,MASINT,2,,1,83,230,3
3,MASINT,2,,1,130,233,3
3,MASINT,2,,1,95,233,3
3,MASINT,2,,1,122,223,3
3,MASINT,2,,1,102,225,3
