LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,4,0,90,98,1
1,IMINT,3,1,0,132,83,1
1,IMINT,1,1,0,107,133,1
1,IMINT,2,4,0,108,64,1
1,IMINT,4,3,0,226,58,2
1,IMINT,1,3,0,201,43,2
1,IMINT,6,2,0,236,28,2
1,IMINT,7,4,1,257,54,2
1,IMINT,5,3,0,231,94,2
1,IMINT,201,3,0,193,59,2
1,IMINT,2,1,1,104,214,3
1,IMINT,6,1,0,115,254,3
1,IMINT,5,1,0,138,237,3
1,IMINT,3,4,1,131,244,3
1,IMINT,7,1,1,131,186,3
1,IMINT,1,4,1,120,175,3
1,IMINT,202,3,0,62,183,3
1,IMINT,6,2,0,239,233,4
1,IMINT,2,2,0,245,203,4
1,IMINT,7,2,0,214,248,4
2,SIGINT,1,,1,114,89,1
2,SIGINT,1,,1,136,104,1
2,SIGINT,1,,1,91,95,1
2,SIGINT,1,,1,105,84,1
2,SIGINT,1,,1,103,107,1
2,SIGINT,1,,1,83,109,1
2,SIGINT,1,,1,99,89,1
2,SIGINT,1,,1,197,73,2
2,SIGINT,1,,1,209,58,2
2,SIGINT,1,,1,217,49,2
2,SIGINT,1,,1,221,54,2
2,SIGINT,1,,1,223,53,2
3,MASINT,1,,1,216,33,2
3,MASINT,1,,1,192,48,2
3,MASINT,1,,1,209,53,2
3,MASINT,1,,1,225,32,2
3,MASINT,1,,1,228,84,2
3,MASINT,1,,1,228,65,2
3,MASINT,1,,1,238,59,2
3,MASINT,2,,1,223,79,2
3,MASINT,2,,1,205,47,2
3,MASINT,2,,1,244,62,2
3,MASINT,2,,1,223,57,2
3,MASINT,2,,1,209,45,2
3,MASINT,2,,1,227,75,2
3,MASINT,1,,1,100,184,3
3,MASINT,1,,1,134,220,3
3,MASINT,1,,1,120,201,3
3,MASINT,1,,1,107,195,3
3,MASINT,1,,1,114,219,3
3,MASINT,1,,1,103,196,3
3,MASINT,2,,1,240,242,4
3,MASINT,2,,1,216,238,4
3,MASINT,2,,1,226,221,4
3,MASINT,2,,1,256,229,4
3,MASINT,2,,1,238,220,4
3,MASINT,2,,1,238,217,4
