LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,2,1,0,176,86,1
1,IMINT,4,2,0,198,80,1
1,IMINT,3,4,0,157,83,1
1,IMINT,1,2,1,190,100,1
1,IMINT,6,1,1,59,163,2
1,IMINT,2,1,1,78,173,2
1,IMINT,4,1,0,79,154,2
1,IMINT,3,1,0,46,149,2
1,IMINT,1,2,1,63,178,2
1,IMINT,201,4,0,63,148,2
2,SIGINT,1,,1,188,67,1
2,SIGINT,1,,1,166,83,1
2,SIGINT,1,,1,176,81,1
2,SIGINT,1,,1,75,146,2
2,SIGINT,1,,1,60,159,2
2,SIGINT,1,,1,68,171,2
2,SIGINT,1,,1,61,157,2
2,SIGINT,1,,1,40,154,2
2,SIGINT,1,,1,62,179,2
3,MASINT,1,,1,76,129,2
3,MASINT,1,,1,50,162,2
3,MASINT,1,,1,79,158,2
3,MASINT,1,,1,53,167,2
3,MASINT,2,,1,77,132,2
3,MASINT,2,,1,70,131,2
3,MASINT,2,,1,66,168,2
3,MASINT,2,,1,75,151,2
