LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,1,1,0,82,100,1
1,IMINT,3,3,0,47,88,1
1,IMINT,2,4,0,87,60,1
1,IMINT,4,3,1,233,91,2
1,IMINT,2,2,1,81,234,3
1,IMINT,5,1,1,119,257,3
1,IMINT,1,1,1,38,238,3
1,IMINT,6,2,1,124,241,3
1,IMINT,7,3,1,116,228,3
1,IMINT,3,4,1,68,199,3
1,IMINT,202,3,0,65,245,3
1,IMINT,5,1,0,211,228,4
1,IMINT,6,2,1,172,209,4
1,IMINT,1,3,0,241,200,4
1,IMINT,7,1,0,168,240,4
3,MASINT,1,,1,229,74,2
3,MASINT,1,,1,233,92,2
3,MASINT,1,,1,217,66,2
3,MASINT,1,,1,206,213,4
3,MASINT,1,,1,171,204,4
3,MASINT,1,,1,210,221,4
3,MASINT,1,,1,196,236,4
3,MASINT,1,,1,202,233,4
3,MASINT,1,,1,202,248,4
