LayerID,LayerType,ObjectID,ObjectOrientation,Data,X,Y,Sector
1,IMINT,4,3,0,194,81,1
1,IMINT,7,2,1,167,78,1
1,IMINT,5,2,0,187,112,1
1,IMINT,3,4,1,194,115,1
1,IMINT,6,3,0,214,104,1
1,IMINT,5,4,0,76,63,2
1,IMINT,6,2,1,96,53,2
1,IMINT,7,1,1,55,56,2
1,IMINT,1,4,1,67,39,2
1,IMINT,4,3,1,95,69,2
1,IMINT,7,3,0,152,233,3
1,IMINT,4,1,1,176,252,3
1,IMINT,6,1,0,145,205,3
1,IMINT,5,2,0,148,263,3
2,SIGINT,1,,1,78,63,2
2,SIGINT,1,,1,66,60,2
2,SIGINT,1,,1,68,70,2
2,SIGINT,1,,1,86,58,2
2,SIGINT,1,,1,81,73,2
3,MASINT,1,,1,183,93,1
3,MASINT,1,,1,191,102,1
3,MASINT,1,,1,194,108,1
3,MASINT,1,,1,194,117,1
3,MASINT,1,,1,174,100,1
3,MASINT,1,,1,168,120,1
3,MASINT,1,,1,205,80,1
3,MASINT,2,,1,183,75,1
3,MASINT,2,,1,164,84,1
3,MASINT,2,,1,197,97,1
3,MASINT,2,,1,191,94,1
3,MASINT,2,,1,194,114,1
3,MASINT,2,,1,202,100,1
3,MASINT,2,,1,201,90,1
3,MASINT,1,,1,95,57,2
3,MASINT,1,,1,53,67,2
3,MASINT,1,,1,95,54,2
3,MASINT,1,,1,99,37,2
3,MASINT,1,,1,69,75,2
3,MASINT,1,,1,102,38,2
3,MASINT,1,,1,80,61,2
3,MASINT,2,,1,62,69,2
3,MASINT,2,,1,88,36,2
3,MASINT,2,,1,58,52,2
3,MASINT,2,,1,83,46,2
3,MASINT,2,,1,75,49,2
3,MASINT,2,,1,80,44,2
3,MASINT,2,,1,165,238,3
3,MASINT,2,,1,141,261,3
3,MASINT,2,,1,153,205,3
3,MASINT,2,,1,182,234,3
3,MASINT,2,,1,165,222,3
3,MASINT,2,,1,151,237,3
3,MASINT,2,,1,177,228,3
