site_id,response_generator_id,data_type,exam_id,task_number,trial_number,trial_time,num_blue_locations,red_capability_Pc,red_vulnerability_P_1,red_opportunity_U_1,red_activity_detected_1,red_tactics_most_likely_time,red_tactics_most_likely_tactic,red_tactics_actual_red_tactic,bluebook_Passive_prob_1,bluebook_Aggressive_prob_1,probs_Pp_time,probs_Pp_1,probs_Pp_normative_1,probs_Ppc_time,probs_Ppc_1,probs_Ppc_normative_1,probs_Ptpc_time,probs_Ptpc_1,probs_Ptpc_normative_1,blue_action_time,blue_action_1,blue_action_expected_utility,blue_action_normative_participant_1,blue_action_normative_participant_expected_utility,blue_action_normative_bayesian_1,blue_action_normative_bayesian_expected_utility
PSU,022,Human_Single,Sample-Exam-2,2,4,68360.0,1,0.4,0.18196487237943249,3,1,13119.0,Aggressive,Aggressive,0.4,0.7,16146.0,0.7,0.6618272044789414,10905.0,0.6,0.26473088179157656,8596.0,0.6,0.5192628310721095,4555.0,Divert,-0.4,Divert,-0.4,Divert,-0.48073716892789053
PSU,022,Human_Single,Sample-Exam-2,2,5,92508.0,1,0.4,0.4344745613004629,5,1,12589.0,Passive,Aggressive,0.3,0.6,26224.0,0.3,0.5767359989664751,15927.0,0.4,0.23069439958659005,12464.0,0.2,0.47357910444594525,5102.0,Do_Not_Divert,-0.13105087739907417,Do_Not_Divert,-0.13105087739907417,Do_Not_Divert,-0.31031478577754457
PSU,022,Human_Single,Sample-Exam-2,2,6,95441.0,1,0.4,0.40425943481608284,5,0,31200.0,Aggressive,Aggressive,0.3,0.6,20327.0,0.6,0.5878208503395165,7020.0,0.5,0.2351283401358066,12370.0,0.4,0.13322687733220198,8159.0,Divert,-0.6,Do_Not_Divert,-0.38296226073566864,Do_Not_Divert,-0.12755216533473418
PSU,022,Human_Single,Sample-Exam-2,2,7,68094.0,1,0.7,0.394529840733325,4,1,10546.0,Aggressive,Aggressive,0.3,0.6,13525.0,0.6,0.5794781210947505,8736.0,0.7,0.4056346847663253,19095.0,0.6,0.6718515063350102,3791.0,Divert,-0.4,Divert,-0.4,Divert,-0.32814849366498977
PSU,022,Human_Single,Sample-Exam-2,2,8,59654.0,1,0.9,0.5258587472033283,4,1,4150.0,Aggressive,Aggressive,0.3,0.6,29343.0,0.6,0.5660674453415059,5694.0,0.7,0.5094607008073553,4228.0,0.8,0.7570290260926863,3401.0,Divert,-0.19999999999999996,Do_Not_Divert,0.16549598210130087,Do_Not_Divert,0.15660657769050054
PSU,022,Human_Single,Sample-Exam-2,2,9,43992.0,1,0.4,0.22287183989819803,5,0,4290.0,Aggressive,Aggressive,0.5,0.8,8767.0,0.8,0.7819398428361262,6942.0,0.6,0.3127759371344505,5522.0,0.5,0.1853790163490424,8502.0,Divert,-0.5,Divert,-0.5,Do_Not_Divert,-0.5137374572229199
PSU,022,Human_Single,Sample-Exam-2,2,10,46036.0,1,0.4,0.3271951757891217,4,1,6771.0,Passive,Aggressive,0.3,0.6,8455.0,0.3,0.5878088651387341,5008.0,0.4,0.23512354605549365,6989.0,0.5,0.47976332818567696,5382.0,Divert,-0.5,Divert,-0.5,Divert,-0.520236671814323
PSU,023,Human_Single,Sample-Exam-2,2,1,94006.0,1,1.0,0.49925084905284833,3,0,NaN,NaN,Aggressive,0.2,0.5,24492.0,0.35,0.35,8439.0,0.5,0.35,26271.0,0.4,0.21212121212121207,14399.0,Do_Not_Divert,-0.001797962273164,Do_Not_Divert,-0.001797962273164,Do_Not_Divert,-9.534648418293936E-4
PSU,023,Human_Single,Sample-Exam-2,2,2,75675.0,1,0.4,0.26570909459828607,4,1,11778.0,Aggressive,Aggressive,0.3,0.6,12199.0,0.6,0.5142857142857142,9314.0,0.5,0.2057142857142857,9406.0,0.6,0.4372469635627529,3760.0,Divert,-0.4,Divert,-0.4,Divert,-0.5627530364372471
PSU,023,Human_Single,Sample-Exam-2,2,3,56082.0,1,0.4,0.22740476789307196,5,0,4227.0,Aggressive,Aggressive,0.5,0.8,16068.0,0.8,0.7486301369863014,7316.0,0.75,0.2994520547945206,15849.0,0.82,0.17609150958595132,3073.0,Divert,-0.18000000000000005,Divert,-0.18000000000000005,Do_Not_Divert,-0.48001705927641747
PSU,023,Human_Single,Sample-Exam-2,2,4,79015.0,1,0.4,0.18196487237943249,3,1,3182.0,Aggressive,Aggressive,0.4,0.7,14929.0,0.7,0.6618272044789414,15132.0,0.61,0.26473088179157656,19438.0,1.0,0.5192628310721095,12214.0,Do_Not_Divert,-1.908210765723405,Divert,0.0,Divert,-0.48073716892789053
PSU,023,Human_Single,Sample-Exam-2,2,5,62556.0,1,0.4,0.4344745613004629,5,1,2325.0,Aggressive,Aggressive,0.3,0.6,23337.0,0.6,0.5767359989664751,7706.0,0.5,0.23069439958659005,8627.0,0.75,0.47357910444594525,10998.0,Divert,-0.25,Divert,-0.25,Do_Not_Divert,-0.31031478577754457
PSU,023,Human_Single,Sample-Exam-2,2,6,75691.0,1,0.4,0.40425943481608284,5,0,18533.0,Aggressive,Aggressive,0.3,0.6,6271.0,0.6,0.5878208503395165,11715.0,0.6,0.2351283401358066,15881.0,0.6,0.13322687733220198,4430.0,Do_Not_Divert,-0.574443391103503,Divert,-0.4,Do_Not_Divert,-0.12755216533473418
PSU,023,Human_Single,Sample-Exam-2,2,7,55786.0,1,0.7,0.394529840733325,4,1,5273.0,Aggressive,Aggressive,0.3,0.6,13416.0,0.6,0.5794781210947505,7800.0,0.77,0.4056346847663253,9797.0,0.8,0.6718515063350102,2558.0,Divert,-0.19999999999999996,Divert,-0.19999999999999996,Divert,-0.32814849366498977
PSU,023,Human_Single,Sample-Exam-2,2,8,42057.0,1,0.9,0.5258587472033283,4,1,6630.0,Aggressive,Aggressive,0.3,0.6,8643.0,0.61,0.5660674453415059,6989.0,0.76,0.5094607008073553,8892.0,0.81,0.7570290260926863,2200.0,Divert,-0.18999999999999995,Do_Not_Divert,0.16756468187756712,Do_Not_Divert,0.15660657769050054
PSU,023,Human_Single,Sample-Exam-2,2,9,46255.0,1,0.4,0.22287183989819803,5,0,7129.0,Aggressive,Aggressive,0.5,0.8,7504.0,0.8,0.7819398428361262,8237.0,0.65,0.3127759371344505,12886.0,0.4,0.1853790163490424,1872.0,Do_Not_Divert,-1.1085126404072079,Divert,-0.6,Do_Not_Divert,-0.5137374572229199
PSU,023,Human_Single,Sample-Exam-2,2,10,47892.0,1,0.4,0.3271951757891217,4,1,3058.0,Aggressive,Aggressive,0.3,0.6,7581.0,0.6,0.5878088651387341,9126.0,0.6,0.23512354605549365,8643.0,0.77,0.47976332818567696,2761.0,Divert,-0.22999999999999998,Divert,-0.22999999999999998,Divert,-0.520236671814323
PSU,024,Human_Single,Sample-Exam-2,2,1,117686.0,1,1.0,0.49925084905284833,3,0,NaN,NaN,Aggressive,0.2,0.5,10046.0,0.5,0.35,11606.0,0.75,0.35,7628.0,0.4,0.21212121212121207,35116.0,Do_Not_Divert,-0.001797962273164,Do_Not_Divert,-0.001797962273164,Do_Not_Divert,-9.534648418293936E-4
PSU,024,Human_Single,Sample-Exam-2,2,2,63898.0,1,0.4,0.26570909459828607,4,1,9766.0,Aggressive,Aggressive,0.3,0.6,7940.0,0.6,0.5142857142857142,5601.0,0.5,0.2057142857142857,7067.0,0.6,0.4372469635627529,5803.0,Do_Not_Divert,-1.1245963459282269,Divert,-0.4,Divert,-0.5627530364372471
PSU,024,Human_Single,Sample-Exam-2,2,3,94614.0,1,0.4,0.22740476789307196,5,0,5850.0,Aggressive,Aggressive,0.5,0.8,10718.0,0.8,0.7486301369863014,6131.0,0.0,0.2994520547945206,39952.0,0.7,0.17609150958595132,3884.0,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Do_Not_Divert,-0.48001705927641747
PSU,024,Human_Single,Sample-Exam-2,2,4,87579.0,1,0.4,0.18196487237943249,3,1,6848.0,Aggressive,Aggressive,0.4,0.7,4664.0,0.7,0.6618272044789414,15381.0,0.55,0.26473088179157656,5663.0,0.6,0.5192628310721095,36488.0,Divert,-0.4,Divert,-0.4,Divert,-0.48073716892789053
PSU,024,Human_Single,Sample-Exam-2,2,5,53913.0,1,0.4,0.4344745613004629,5,1,3837.0,Aggressive,Aggressive,0.3,0.6,4634.0,0.6,0.5767359989664751,4774.0,0.6,0.23069439958659005,10655.0,0.6,0.47357910444594525,7504.0,Do_Not_Divert,-0.3931526321972225,Do_Not_Divert,-0.3931526321972225,Do_Not_Divert,-0.31031478577754457
PSU,024,Human_Single,Sample-Exam-2,2,6,56816.0,1,0.4,0.40425943481608284,5,0,3604.0,Aggressive,Aggressive,0.3,0.6,4446.0,0.6,0.5878208503395165,8159.0,0.5,0.2351283401358066,4758.0,0.5,0.13322687733220198,9236.0,Divert,-0.5,Do_Not_Divert,-0.4787028259195858,Do_Not_Divert,-0.12755216533473418
PSU,024,Human_Single,Sample-Exam-2,2,7,48641.0,1,0.7,0.394529840733325,4,1,3603.0,Aggressive,Aggressive,0.3,0.6,4275.0,0.6,0.5794781210947505,9001.0,0.65,0.4056346847663253,5351.0,0.7,0.6718515063350102,6459.0,Do_Not_Divert,-0.5906328918933801,Divert,-0.30000000000000004,Divert,-0.32814849366498977
PSU,024,Human_Single,Sample-Exam-2,2,8,122897.0,1,0.9,0.5258587472033283,4,1,8096.0,Aggressive,Aggressive,0.3,0.6,4680.0,0.6,0.5660674453415059,71089.0,0.7,0.5094607008073553,6068.0,0.7,0.7570290260926863,4072.0,Do_Not_Divert,0.14480898433863823,Do_Not_Divert,0.14480898433863823,Do_Not_Divert,0.15660657769050054
PSU,024,Human_Single,Sample-Exam-2,2,9,44881.0,1,0.4,0.22287183989819803,5,0,5991.0,Aggressive,Aggressive,0.5,0.8,5397.0,0.8,0.7819398428361262,11061.0,0.7,0.3127759371344505,3728.0,0.7,0.1853790163490424,5367.0,Divert,-0.30000000000000004,Divert,-0.30000000000000004,Do_Not_Divert,-0.5137374572229199
PSU,024,Human_Single,Sample-Exam-2,2,10,42479.0,1,0.4,0.3271951757891217,4,1,2668.0,Aggressive,Aggressive,0.3,0.6,4134.0,0.6,0.5878088651387341,3619.0,0.55,0.23512354605549365,3791.0,0.6,0.47976332818567696,7566.0,Do_Not_Divert,-0.8294631562122158,Divert,-0.4,Divert,-0.520236671814323
PSU,025,Human_Single,Sample-Exam-2,2,1,97469.0,1,1.0,0.49925084905284833,3,0,NaN,NaN,Aggressive,0.2,0.5,23088.0,0.2,0.35,17223.0,0.55,0.35,10592.0,0.4,0.21212121212121207,25288.0,Divert,-0.6,Do_Not_Divert,-0.001797962273164,Do_Not_Divert,-9.534648418293936E-4
PSU,025,Human_Single,Sample-Exam-2,2,2,98888.0,1,0.4,0.26570909459828607,4,1,14571.0,Aggressive,Aggressive,0.3,0.6,19593.0,0.6,0.5142857142857142,12121.0,0.5,0.2057142857142857,9937.0,0.6,0.4372469635627529,12792.0,Do_Not_Divert,-1.1245963459282269,Divert,-0.4,Divert,-0.5627530364372471
PSU,025,Human_Single,Sample-Exam-2,2,3,58454.0,1,0.4,0.22740476789307196,5,0,5647.0,Aggressive,Aggressive,0.5,0.8,8767.0,0.8,0.7486301369863014,16567.0,0.65,0.2994520547945206,8548.0,0.4,0.17609150958595132,3620.0,Divert,-0.6,Divert,-0.6,Do_Not_Divert,-0.48001705927641747
PSU,025,Human_Single,Sample-Exam-2,2,4,61214.0,1,0.4,0.18196487237943249,3,1,7113.0,Aggressive,Aggressive,0.4,0.7,11123.0,0.7,0.6618272044789414,9251.0,0.45,0.26473088179157656,9843.0,0.6,0.5192628310721095,2371.0,Divert,-0.4,Divert,-0.4,Divert,-0.48073716892789053
PSU,025,Human_Single,Sample-Exam-2,2,5,53742.0,1,0.4,0.4344745613004629,5,1,7067.0,Passive,Aggressive,0.3,0.6,8143.0,0.3,0.5767359989664751,10905.0,0.35,0.23069439958659005,7488.0,0.6,0.47357910444594525,2949.0,Do_Not_Divert,-0.3931526321972225,Do_Not_Divert,-0.3931526321972225,Do_Not_Divert,-0.31031478577754457
PSU,025,Human_Single,Sample-Exam-2,2,6,47908.0,1,0.4,0.40425943481608284,5,0,4072.0,Passive,Aggressive,0.3,0.6,6848.0,0.3,0.5878208503395165,8003.0,0.35,0.2351283401358066,7301.0,0.4,0.13322687733220198,9033.0,Do_Not_Divert,-0.38296226073566864,Do_Not_Divert,-0.38296226073566864,Do_Not_Divert,-0.12755216533473418
PSU,025,Human_Single,Sample-Exam-2,2,7,67720.0,1,0.7,0.394529840733325,4,1,4196.0,Aggressive,Aggressive,0.3,0.6,7348.0,0.6,0.5794781210947505,7862.0,0.65,0.4056346847663253,11778.0,0.6,0.6718515063350102,2371.0,Divert,-0.4,Divert,-0.4,Divert,-0.32814849366498977
PSU,025,Human_Single,Sample-Exam-2,2,8,50575.0,1,0.9,0.5258587472033283,4,1,3245.0,Passive,Aggressive,0.3,0.6,5679.0,0.3,0.5660674453415059,8534.0,0.65,0.5094607008073553,7114.0,0.6,0.7570290260926863,10779.0,Do_Not_Divert,0.12412198657597563,Do_Not_Divert,0.12412198657597563,Do_Not_Divert,0.15660657769050054
PSU,025,Human_Single,Sample-Exam-2,2,9,49795.0,1,0.4,0.22287183989819803,5,0,3619.0,Aggressive,Aggressive,0.5,0.8,7847.0,0.8,0.7819398428361262,9687.0,0.6,0.3127759371344505,6364.0,0.4,0.1853790163490424,10375.0,Divert,-0.6,Divert,-0.6,Do_Not_Divert,-0.5137374572229199
PSU,025,Human_Single,Sample-Exam-2,2,10,41683.0,1,0.4,0.3271951757891217,4,1,4368.0,Aggressive,Aggressive,0.3,0.6,8314.0,0.6,0.5878088651387341,7925.0,0.5,0.23512354605549365,7941.0,0.6,0.47976332818567696,3728.0,Divert,-0.4,Divert,-0.4,Divert,-0.520236671814323
PSU,026,Human_Single,Sample-Exam-2,2,1,93054.0,1,1.0,0.49925084905284833,3,0,NaN,NaN,Aggressive,0.2,0.5,10265.0,0.2,0.35,3744.0,0.2,0.35,36598.0,0.08,0.21212121212121207,30810.0,Divert,-0.92,Do_Not_Divert,-3.595924546328E-4,Do_Not_Divert,-9.534648418293936E-4
PSU,026,Human_Single,Sample-Exam-2,2,2,118201.0,1,0.4,0.26570909459828607,4,1,40202.0,Aggressive,Aggressive,0.3,0.6,10670.0,0.6,0.5142857142857142,8736.0,0.24,0.2057142857142857,26832.0,0.15,0.4372469635627529,25990.0,Divert,-0.85,Do_Not_Divert,-0.2811490864820567,Divert,-0.5627530364372471
PSU,026,Human_Single,Sample-Exam-2,2,3,52104.0,1,0.4,0.22740476789307196,5,0,5975.0,Aggressive,Aggressive,0.5,0.8,9001.0,0.8,0.7486301369863014,17472.0,0.32,0.2994520547945206,12293.0,0.13,0.17609150958595132,2761.0,Divert,-0.87,Do_Not_Divert,-0.35437380173900646,Do_Not_Divert,-0.48001705927641747
PSU,026,Human_Single,Sample-Exam-2,2,4,76518.0,1,0.4,0.18196487237943249,3,1,5350.0,Aggressive,Aggressive,0.4,0.7,14321.0,0.7,0.6618272044789414,39375.0,0.28,0.26473088179157656,9828.0,0.18,0.5192628310721095,3042.0,Divert,-0.8200000000000001,Do_Not_Divert,-0.3434779378302129,Divert,-0.48073716892789053
PSU,026,Human_Single,Sample-Exam-2,2,5,44648.0,1,0.4,0.4344745613004629,5,1,2262.0,Aggressive,Aggressive,0.3,0.6,12417.0,0.6,0.5767359989664751,6474.0,0.24,0.23069439958659005,14087.0,0.15,0.47357910444594525,3385.0,Divert,-0.85,Do_Not_Divert,-0.09828815804930563,Do_Not_Divert,-0.31031478577754457
PSU,026,Human_Single,Sample-Exam-2,2,6,56472.0,1,0.4,0.40425943481608284,5,0,2901.0,Aggressive,Aggressive,0.3,0.6,11841.0,0.6,0.5878208503395165,5772.0,0.24,0.2351283401358066,13275.0,0.1,0.13322687733220198,5148.0,Divert,-0.9,Do_Not_Divert,-0.09574056518391716,Do_Not_Divert,-0.12755216533473418
PSU,026,Human_Single,Sample-Exam-2,2,7,32900.0,1,0.7,0.394529840733325,4,1,6271.0,Passive,Aggressive,0.3,0.6,7831.0,0.3,0.5794781210947505,5397.0,0.21,0.4056346847663253,3884.0,0.6,0.6718515063350102,4493.0,Divert,-0.4,Divert,-0.4,Divert,-0.32814849366498977
PSU,026,Human_Single,Sample-Exam-2,2,8,53040.0,1,0.9,0.5258587472033283,4,1,2386.0,Passive,Aggressive,0.3,0.6,4977.0,0.3,0.5660674453415059,7254.0,0.27,0.5094607008073553,27971.0,0.18,0.7570290260926863,4368.0,Do_Not_Divert,0.03723659597279269,Do_Not_Divert,0.03723659597279269,Do_Not_Divert,0.15660657769050054
PSU,026,Human_Single,Sample-Exam-2,2,9,103834.0,1,0.4,0.22287183989819803,5,0,29905.0,Aggressive,Aggressive,0.5,0.8,15725.0,0.8,0.7819398428361262,27737.0,0.32,0.3127759371344505,20967.0,0.13,0.1853790163490424,4961.0,Do_Not_Divert,-0.36026660813234257,Do_Not_Divert,-0.36026660813234257,Do_Not_Divert,-0.5137374572229199
PSU,026,Human_Single,Sample-Exam-2,2,10,145034.0,1,0.4,0.3271951757891217,4,1,3026.0,Aggressive,Aggressive,0.3,0.6,6583.0,0.6,0.5878088651387341,8705.0,0.24,0.23512354605549365,118903.0,0.15,0.47976332818567696,2808.0,Divert,-0.85,Do_Not_Divert,-0.20736578905305394,Divert,-0.520236671814323
PSU,027,Human_Single,Sample-Exam-2,2,1,101135.0,1,1.0,0.49925084905284833,3,0,NaN,NaN,Aggressive,0.2,0.5,15163.0,0.35,0.35,29125.0,0.67,0.35,18954.0,0.57,0.21212121212121207,24897.0,Do_Not_Divert,-0.0025620962392586995,Do_Not_Divert,-0.0025620962392586995,Do_Not_Divert,-9.534648418293936E-4
PSU,027,Human_Single,Sample-Exam-2,2,2,73476.0,1,0.4,0.26570909459828607,4,1,8736.0,Aggressive,Aggressive,0.3,0.6,16037.0,0.6,0.5142857142857142,4899.0,0.5,0.2057142857142857,16598.0,0.55,0.4372469635627529,11872.0,Do_Not_Divert,-1.0308799837675413,Divert,-0.44999999999999996,Divert,-0.5627530364372471
PSU,027,Human_Single,Sample-Exam-2,2,3,118311.0,1,0.4,0.22740476789307196,5,0,18283.0,Aggressive,Aggressive,0.5,0.8,13057.0,0.5,0.7486301369863014,4805.0,0.45,0.2994520547945206,34772.0,0.57,0.17609150958595132,36676.0,Do_Not_Divert,-1.5537928230094897,Divert,-0.43000000000000005,Do_Not_Divert,-0.48001705927641747
PSU,027,Human_Single,Sample-Exam-2,2,4,61292.0,1,0.4,0.18196487237943249,3,1,7816.0,Aggressive,Aggressive,0.4,0.7,7581.0,0.7,0.6618272044789414,11965.0,0.55,0.26473088179157656,19812.0,0.57,0.5192628310721095,9297.0,Do_Not_Divert,-1.0876801364623407,Divert,-0.43000000000000005,Divert,-0.48073716892789053
PSU,027,Human_Single,Sample-Exam-2,2,5,69592.0,1,0.4,0.4344745613004629,5,1,4228.0,Aggressive,Aggressive,0.3,0.6,8955.0,0.3,0.5767359989664751,11950.0,0.35,0.23069439958659005,19890.0,0.0,0.47357910444594525,14633.0,Divert,-1.0,Do_Not_Divert,-0.0,Do_Not_Divert,-0.31031478577754457
PSU,027,Human_Single,Sample-Exam-2,2,6,79264.0,1,0.4,0.40425943481608284,5,0,8595.0,Passive,Aggressive,0.3,0.6,9298.0,0.6,0.5878208503395165,2995.0,0.5,0.2351283401358066,40451.0,0.45,0.13322687733220198,6334.0,Do_Not_Divert,-0.4308325433276272,Do_Not_Divert,-0.4308325433276272,Do_Not_Divert,-0.12755216533473418
PSU,027,Human_Single,Sample-Exam-2,2,7,41667.0,1,0.7,0.394529840733325,4,1,4617.0,Passive,Aggressive,0.3,0.6,6708.0,0.3,0.5794781210947505,7238.0,0.5,0.4056346847663253,11123.0,0.55,0.6718515063350102,5475.0,Do_Not_Divert,-0.46406870077337015,Divert,-0.44999999999999996,Divert,-0.32814849366498977
PSU,027,Human_Single,Sample-Exam-2,2,8,57674.0,1,0.9,0.5258587472033283,4,1,18783.0,Passive,Aggressive,0.3,0.6,6957.0,0.3,0.5660674453415059,5397.0,0.6,0.5094607008073553,8721.0,0.5,0.7570290260926863,10187.0,Do_Not_Divert,0.10343498881331303,Do_Not_Divert,0.10343498881331303,Do_Not_Divert,0.15660657769050054
PSU,027,Human_Single,Sample-Exam-2,2,9,57642.0,1,0.4,0.22287183989819803,5,0,11825.0,Passive,Aggressive,0.5,0.8,9843.0,0.5,0.7819398428361262,3978.0,0.45,0.3127759371344505,14055.0,0.53,0.1853790163490424,11357.0,Do_Not_Divert,-1.4687792485395503,Divert,-0.47,Do_Not_Divert,-0.5137374572229199
PSU,027,Human_Single,Sample-Exam-2,2,10,56066.0,1,0.4,0.3271951757891217,4,1,3292.0,Passive,Aggressive,0.3,0.6,8393.0,0.6,0.5878088651387341,2839.0,0.5,0.23512354605549365,21107.0,0.55,0.47976332818567696,7535.0,Do_Not_Divert,-0.7603412265278645,Divert,-0.44999999999999996,Divert,-0.520236671814323
PSU,028,Human_Single,Sample-Exam-2,2,1,90028.0,1,1.0,0.49925084905284833,3,0,NaN,NaN,Aggressive,0.2,0.5,20186.0,0.5,0.35,10140.0,0.8,0.35,10062.0,0.4,0.21212121212121207,17644.0,Do_Not_Divert,-0.001797962273164,Do_Not_Divert,-0.001797962273164,Do_Not_Divert,-9.534648418293936E-4
PSU,028,Human_Single,Sample-Exam-2,2,2,91572.0,1,0.4,0.26570909459828607,4,1,17628.0,Aggressive,Aggressive,0.3,0.6,20561.0,0.4,0.5142857142857142,6334.0,0.6,0.2057142857142857,6567.0,0.6,0.4372469635627529,20561.0,Divert,-0.4,Divert,-0.4,Divert,-0.5627530364372471
PSU,028,Human_Single,Sample-Exam-2,2,3,71402.0,1,0.4,0.22740476789307196,5,0,5211.0,Aggressive,Aggressive,0.5,0.8,7425.0,0.65,0.7486301369863014,6521.0,0.55,0.2994520547945206,14305.0,0.4,0.17609150958595132,20514.0,Divert,-0.6,Divert,-0.6,Do_Not_Divert,-0.48001705927641747
PSU,028,Human_Single,Sample-Exam-2,2,4,47720.0,1,0.4,0.18196487237943249,3,1,5195.0,Passive,Aggressive,0.4,0.7,8283.0,0.45,0.6618272044789414,8705.0,0.6,0.26473088179157656,6240.0,0.6,0.5192628310721095,4290.0,Divert,-0.4,Divert,-0.4,Divert,-0.48073716892789053
