ObjectID,ObjectType,X,Y
1,Road,15,1
1,Road,15,2
1,Road,15,3
1,Road,15,4
1,Road,15,5
1,Road,15,6
1,Road,15,7
1,Road,15,8
1,Road,15,9
1,Road,15,10
1,Road,15,11
1,Road,15,12
1,Road,15,13
1,Road,15,14
1,Road,15,15
1,Road,15,16
1,Road,15,17
1,Road,16,18
1,Road,16,19
1,Road,17,20
1,Road,18,21
1,Road,19,22
1,Road,19,23
1,Road,20,24
1,Road,20,25
1,Road,21,25
1,Road,22,26
1,Road,22,27
1,Road,23,27
1,Road,23,28
1,Road,24,28
1,Road,25,29
1,Road,26,30
1,Road,27,30
1,Road,28,30
1,Road,29,31
1,Road,29,32
1,Road,30,33
1,Road,31,33
1,Road,32,34
1,Road,33,35
1,Road,34,36
1,Road,35,36
1,Road,36,37
1,Road,37,38
1,Road,38,38
1,Road,39,38
1,Road,40,38
1,Road,41,38
1,Road,42,39
1,Road,43,39
1,Road,44,39
1,Road,45,40
1,Road,46,40
1,Road,47,41
1,Road,48,41
1,Road,49,41
1,Road,49,42
1,Road,49,43
1,Road,50,43
1,Road,51,43
1,Road,52,44
1,Road,52,45
1,Road,53,46
1,Road,54,46
1,Road,55,46
1,Road,56,47
1,Road,57,48
1,Road,58,48
1,Road,59,49
1,Road,60,50
1,Road,61,50
1,Road,62,51
1,Road,63,52
1,Road,64,53
1,Road,65,54
1,Road,66,55
1,Road,66,56
1,Road,67,57
1,Road,68,57
1,Road,69,58
1,Road,69,59
1,Road,70,60
1,Road,71,61
1,Road,71,62
1,Road,72,63
1,Road,73,64
1,Road,73,65
1,Road,74,66
1,Road,74,67
1,Road,75,68
1,Road,75,69
1,Road,75,70
1,Road,75,71
1,Road,75,72
1,Road,75,73
1,Road,76,74
1,Road,76,75
1,Road,77,76
1,Road,77,77
1,Road,77,78
1,Road,78,79
1,Road,78,80
1,Road,78,81
1,Road,78,82
1,Road,78,83
1,Road,78,84
1,Road,78,85
1,Road,78,86
1,Road,78,87
1,Road,78,88
1,Road,78,89
1,Road,78,90
1,Road,78,91
1,Road,78,92
1,Road,78,93
1,Road,78,94
1,Road,78,95
1,Road,78,96
1,Road,78,97
1,Road,78,98
1,Road,78,99
1,Road,78,100
2,Road,10,100
2,Road,11,98
2,Road,11,99
2,Road,12,97
2,Road,13,96
2,Road,14,95
2,Road,15,94
2,Road,16,93
2,Road,17,90
2,Road,17,91
2,Road,17,92
2,Road,18,89
2,Road,19,87
2,Road,19,88
2,Road,20,86
2,Road,21,86
2,Road,22,84
2,Road,22,85
2,Road,23,81
2,Road,23,82
2,Road,23,83
2,Road,24,79
2,Road,24,80
2,Road,25,77
2,Road,25,78
2,Road,26,75
2,Road,26,76
2,Road,27,72
2,Road,27,73
2,Road,27,74
2,Road,28,71
2,Road,29,69
2,Road,29,70
2,Road,30,66
2,Road,30,67
2,Road,30,68
2,Road,31,65
2,Road,32,61
2,Road,32,62
2,Road,32,63
2,Road,32,64
2,Road,33,60
2,Road,34,60
2,Road,35,57
2,Road,35,58
2,Road,35,59
2,Road,36,55
2,Road,36,56
2,Road,37,55
2,Road,38,53
2,Road,38,54
2,Road,39,50
2,Road,39,51
2,Road,39,52
2,Road,40,48
2,Road,40,49
2,Road,41,47
2,Road,42,45
2,Road,42,46
2,Road,43,43
2,Road,43,44
2,Road,44,42
2,Road,45,40
2,Road,45,41
2,Road,46,39
2,Road,47,37
2,Road,47,38
2,Road,48,36
2,Road,49,35
2,Road,50,33
2,Road,50,34
2,Road,51,32
2,Road,52,31
2,Road,53,30
2,Road,54,29
2,Road,55,28
2,Road,56,27
2,Road,57,26
2,Road,58,25
2,Road,59,24
2,Road,60,23
2,Road,61,22
2,Road,62,21
2,Road,63,20
2,Road,64,18
2,Road,64,19
2,Road,65,17
2,Road,66,16
2,Road,67,15
2,Road,68,13
2,Road,68,14
2,Road,69,12
2,Road,70,11
2,Road,71,10
2,Road,72,9
2,Road,73,8
2,Road,74,7
2,Road,75,5
2,Road,75,6
2,Road,76,3
2,Road,76,4
2,Road,76,5
2,Road,77,3
2,Road,78,1
2,Road,78,2
3,Road,1,28
3,Road,2,28
3,Road,3,28
3,Road,4,28
3,Road,5,28
3,Road,6,28
3,Road,7,28
3,Road,8,28
3,Road,9,28
3,Road,10,28
3,Road,11,28
3,Road,12,28
3,Road,13,28
3,Road,14,28
3,Road,15,28
3,Road,16,28
3,Road,17,28
3,Road,18,28
3,Road,19,28
3,Road,20,28
3,Road,21,28
3,Road,22,28
3,Road,23,28
3,Road,24,28
3,Road,25,28
3,Road,26,28
3,Road,27,28
3,Road,28,28
3,Road,29,28
3,Road,30,28
3,Road,31,28
3,Road,32,28
3,Road,33,28
3,Road,34,28
3,Road,35,28
3,Road,36,28
3,Road,37,28
3,Road,38,28
3,Road,39,28
3,Road,40,28
3,Road,41,28
3,Road,42,28
3,Road,43,28
3,Road,44,28
3,Road,45,28
3,Road,46,28
3,Road,47,28
3,Road,48,28
3,Road,49,29
3,Road,50,29
3,Road,51,29
3,Road,52,29
3,Road,53,29
3,Road,54,30
3,Road,55,30
3,Road,56,30
3,Road,57,30
3,Road,58,30
3,Road,59,30
3,Road,60,30
3,Road,61,30
3,Road,62,30
3,Road,63,30
3,Road,64,30
3,Road,65,30
3,Road,66,30
3,Road,67,30
3,Road,68,30
3,Road,69,30
3,Road,70,31
3,Road,71,31
3,Road,72,31
3,Road,73,31
3,Road,74,32
3,Road,75,32
3,Road,76,33
3,Road,77,33
3,Road,78,33
3,Road,79,34
3,Road,80,34
3,Road,81,34
3,Road,82,34
3,Road,83,34
3,Road,84,35
3,Road,85,35
3,Road,86,35
3,Road,87,35
3,Road,88,35
3,Road,89,35
3,Road,90,36
3,Road,91,36
3,Road,92,37
3,Road,93,37
3,Road,94,37
3,Road,95,38
3,Road,96,38
3,Road,97,39
3,Road,98,39
3,Road,99,40
3,Road,100,40
4,Road,1,83
4,Road,2,83
4,Road,3,83
4,Road,4,83
4,Road,5,83
4,Road,6,83
4,Road,7,83
4,Road,8,83
4,Road,9,83
4,Road,10,83
4,Road,11,83
4,Road,12,83
4,Road,13,83
4,Road,14,83
4,Road,15,83
4,Road,16,83
4,Road,17,83
4,Road,18,83
4,Road,19,83
4,Road,20,83
4,Road,21,83
4,Road,22,83
4,Road,23,83
4,Road,24,83
4,Road,25,83
4,Road,26,83
4,Road,27,83
4,Road,28,83
4,Road,29,83
4,Road,30,83
4,Road,31,83
4,Road,32,83
4,Road,33,83
4,Road,34,83
4,Road,35,83
4,Road,36,83
4,Road,37,83
4,Road,38,83
4,Road,39,83
4,Road,40,83
4,Road,41,83
4,Road,42,83
4,Road,43,83
4,Road,44,83
4,Road,45,83
4,Road,46,83
4,Road,47,83
4,Road,48,83
4,Road,49,83
4,Road,50,83
4,Road,51,83
4,Road,52,83
4,Road,53,83
4,Road,54,83
4,Road,55,83
4,Road,56,83
4,Road,57,83
4,Road,58,83
4,Road,59,83
4,Road,60,83
4,Road,61,83
4,Road,62,83
4,Road,63,83
4,Road,64,83
4,Road,65,83
4,Road,66,83
4,Road,67,83
4,Road,68,83
4,Road,69,83
4,Road,70,83
4,Road,71,83
4,Road,72,83
4,Road,73,83
4,Road,74,83
4,Road,75,83
4,Road,76,83
4,Road,77,83
4,Road,78,83
4,Road,79,83
4,Road,80,83
4,Road,81,83
4,Road,82,83
4,Road,83,83
4,Road,84,83
4,Road,85,83
4,Road,86,83
4,Road,87,83
4,Road,88,83
4,Road,89,83
4,Road,90,83
4,Road,91,83
4,Road,92,83
4,Road,93,83
4,Road,94,83
4,Road,95,83
4,Road,96,83
4,Road,97,83
4,Road,98,83
4,Road,99,83
4,Road,100,83
